,id,scaled_rp,key,scale,scaled_levenshtein,bpm,scaled_bh,scaled_mfcc,scaled_skl,aggregated
0,music/Childrens's/Kids_for_Christmas-I_Have__Present_For_Jesusmp3,0.0, A, major,0.0, 90.9226913452,0.0,0.0,0.0,0.0
1,music/Jazz/Daniel_Martina-Parque_Urquizamp3,0.35587832411492865, A#, major,0.20993788819875778, 90.8814544678,0.07980297570126581,0.15170253625555105,2.588341543509711e-06,0.15946486252240938
2,music/Reggae/LAZER_B-step_inna_yuh_facemp3,0.4020527201011161, D, major,0.12795031055900621, 91.3121109009,0.1893610035818202,0.08301410590484357,2.8467587818075878e-06,0.16047619738111357
3,music/Childrens's/Brian_Biehle-The_Waffle_Songmp3,0.3999347804315239, A#, minor,0.09627329192546584, 90.9376907349,0.08146371764828093,0.2766697527227155,1.2470610715868566e-06,0.17086855795781158
4,music/Religious/TOC__The_Thug_Scholar-Just_Us_3mp3,0.3722033231129773, G#, minor,0.17701863354037267, 91.1317901611,0.1258022813862469,0.18041274590932083,1.7320763479135286e-06,0.17108774320505313
5,music/Country/Johnny_Byrd-Country_Rockinmp3,0.3156461328613713, F, major,0.09751552795031056, 91.1956481934,0.12701630150839746,0.3225523174305982,3.7877541976852413e-06,0.17254681350097506
6,music/Reggae/Jeremy_Sole-Musaics_Skankmp3,0.38391785319870364, F#, minor,0.2571428571428571, 90.3879776001,0.15792094534796208,0.08952820721424823,1.64431844251899e-06,0.1777023014444427
7,music/Hip-Hop/Danger_Mouse-Danger_Mouse__Jemini_-_Ghetto_Pop_Lifemp3,0.3939704332528063, C, major,0.2372670807453416, 90.9014663696,0.05595916169927172,0.20473113153820172,4.117975880871315e-06,0.17838638504230042
8,music/Rock&Pop/The_Surfonics-Boogie_Boardmp3,0.38608197762305657, E, minor,0.12795031055900621, 91.7822952271,0.29208822052687483,0.0968602094568224,3.9111642774906115e-06,0.18059692586600748
9,music/Religious/Randy_Vild-Jamesmp3,0.38585141572784054, E, major,0.1496894409937888, 90.0314254761,0.30063980352438074,0.0714563719288928,2.6313078240885104e-06,0.18152793269654538
10,music/Jazz/The_Countdown_Quartet-Sadlacks_Stompmp3,0.39785931626116816, D#, major,0.10434782608695652, 90.4076843262,0.20461177173305306,0.21959282195726965,4.792048476596181e-06,0.18528330561738476
11,music/Reggae/superadonai-holy_immanuel_imp3,0.41419225397073545, A#, major,0.09130434782608696, 90.7147827148,0.23264243005673677,0.2027297768684644,2.393259316775147e-06,0.18817424039626807
12,music/Religious/Superchick-Me_Against_The_Worldmp3,0.37943557977608944, F, major,0.11428571428571428, 90.020111084,0.34756564548636676,0.10061423169677719,2.143441846225684e-06,0.18838066293735878
13,music/World/Sleepwalker_Project-Comes_From_The_Heart__Comes_From_The_Mindmp3,0.5011375653405716, A, major,0.09813664596273292, 90.8253555298,0.0820288383883133,0.26157139720052425,2.3029182054687585e-06,0.1885753499620695
14,music/Country/TROUBADOUR_TUNES-COLD_DAY_IN_JULYmp3,0.32491581120830265, D, major,0.10124223602484472, 90.10597229,0.36445988045662353,0.1597993918593113,1.4490585007119996e-06,0.1900837537215166
15,music/Alternative&Punk/Cursive-The_Radiator_Humsmp3,0.37745533490913363, D#, major,0.1453416149068323, 91.7392883301,0.337753118179698,0.09057137184354894,1.5488956244451447e-06,0.19022459774696746
16,music/Childrens's/Kids_For_Kids-I_Love_Everything_God_Has_Mademp3,0.39716256427529156, A, major,0.12236024844720497, 90.4900970459,0.19622667666765453,0.2363712001874939,2.4075049399376947e-06,0.19042461941651698
17,music/Soundtracks&More/Altham__McKerron-Servos_Revengemp3,0.442410098728621, A, minor,0.08944099378881988, 90.0223846436,0.34138255000748546,0.09445356374645125,1.8653054330368822e-06,0.1935378143153621
18,music/Country/Terry-The_First_Time_I_Fell_In_Lovemp3,0.38539246320893483, A, minor,0.08074534161490683, 89.379776001,0.43068337707492493,0.0776296363054772,8.959203384393553e-07,0.19489034282491646
19,music/Blues/Left_Tail_Light_Band-Night_Time_in_Americamp3,0.3512414833005245, C, major,0.1763975155279503, 90.2392730713,0.2449673491169698,0.20366162519666017,2.454327207242319e-06,0.19525408549386242
20,music/Latin/Alfred_Gomez_Jr-Rosamp3,0.3320470132757874, G, minor,0.12608695652173912, 89.9958648682,0.33043836814838123,0.1956396301131233,1.6526882080494638e-06,0.1968427241494478
21,music/Childrens's/Mr_Billy-Jingle_Hopmp3,0.3700303778980481, A#, minor,0.11304347826086956, 89.9258346558,0.37909162106643934,0.12451556073053036,3.2458100586160184e-06,0.19733685675318918
22,music/R&B&Soul/Xavier_Aeon-Rock-A-Byemp3,0.3643032873684198, B, major,0.16956521739130434, 89.9976425171,0.34949529128641016,0.10849116272481954,1.1856396574764513e-06,0.19837122888212227
23,music/Childrens's/Vili-Bellsmp3,0.3331583876535711, A, major,0.08819875776397515, 91.8727493286,0.4211469208261916,0.1540929235492938,2.8554843090579995e-06,0.19931996905546812
24,music/Country/Hackensaw_Boys-Alabama__Shamrockmp3,0.43253312025922086, G, major,0.22298136645962732, 91.2780380249,0.14044122739211512,0.22576911234830538,4.1068712966727395e-06,0.20434578666611306
25,music/Comedy&SpokenWord/Coolerthanyou_Productions-Bananamp3,0.4064784047595719, G, major,0.12236024844720497, 91.2685623169,0.2967147976938659,0.19773738642290709,7.86896121075398e-06,0.2046597412569521
26,music/Reggae/Amani_aka_Specialist-No_Warmp3,0.4491648339777939, A, major,0.16832298136645962, 89.9808578491,0.3253190488266153,0.08224389803673003,1.118192707015593e-06,0.20501037608006117
