,id,scaled_rp,scaled_js,scaled_mfcc,scaled_skl,aggregated
0,music/Country/Robert_Allen-Its_A_Cats_Lifemp3,0.0,0.0,0.0,0.0,0.0
1,music/Country/Nashville_Session_Players-ANTHEMmp3,0.2115001007977368,0.06959684204167059,0.026505258952639443,6.160693621256367e-07,0.07690070446535224
2,music/Soundtracks&More/Andrey_Polupanov-Song_blindmp3,0.212842890482935,0.05821364913656891,0.048947876528459826,6.384645513604716e-07,0.08000126365312876
3,music/Country/Robert_Allen-Walked_Outmp3,0.21503681477670755,0.05471595354318515,0.05084011870285948,2.979267612090765e-07,0.08014829623737835
4,music/Jazz/Elena_Suchankova-My_Heart_Skips_a_Beatmp3,0.24055768638741837,0.07426884035152401,0.019375811073924488,8.265424278693792e-07,0.08355079108882368
5,music/Country/Donny_Sawyer-If_I_Knew_Where_To_Beginmp3,0.2053129339324057,0.07443727696339875,0.05779654148073724,6.718335229577687e-07,0.08438685605251617
6,music/Religious/Set_Free-Dance_On_the_Circumstancemp3,0.2313716248724756,0.07865657060253978,0.031978510938838814,1.3274662156424973e-06,0.08550200847001745
7,music/Comedy&SpokenWord/JapeTVcom-Which_Backstreet_Boy_Is_Gaymp3,0.23725480186904366,0.08201936476980577,0.029344529112990406,1.848051894941176e-06,0.0871551359509337
8,music/Alternative&Punk/Romantica-On_My_Mindmp3,0.24999236380781825,0.04984437737138179,0.05134447450029299,3.4345520408052287e-07,0.08779538978367428
9,music/Religious/Set_Free-Count_It_All_Joymp3,0.2699931246502393,0.056747301518691486,0.025790337001257036,7.676588383333345e-07,0.08813288270725654
10,music/Country/Dave_Jorgenson-Living_A_Liemp3,0.27331593268821547,0.05312305296001182,0.02646189759726659,3.5840028496803727e-07,0.0882253104114447
11,music/Jazz/Sabrina_Weeks-Another_Day_on_the_Planetmp3,0.25453899891279136,0.06922187038451538,0.030260353984364833,8.147385645994838e-07,0.08850550950505905
12,music/Country/Terry-Big_Tulsa_Tilleymp3,0.2604962701134988,0.07048965589176054,0.024121283023703467,4.722419815458498e-07,0.08877692031773608
13,music/R&B&Soul/Nashville_Session_Players-SOMEBODYmp3,0.262390230894386,0.0595375653925321,0.035910217255505396,9.267627229376776e-07,0.08945973507628661
14,music/Electronic&Dance/SEXYDEATH-DEATHLICIOUSmp3,0.25581042491105455,0.0761980838228557,0.029176150315345675,1.0858095303302934e-06,0.09029643621469656
15,music/Country/Robbie_Fulks-Georgia_Hardmp3,0.2522159535512181,0.07252880386880088,0.039722707797255404,5.405190870759939e-07,0.09111700143409038
16,music/Blues/Eddie_M_and_Blueshound-Thinking_of_Yoump3,0.27383077402110034,0.06210371617579866,0.0303303881016474,6.4627090834068e-07,0.09156638114236368
17,music/Blues/Koko_Taylor-Dont_Let_Me_Catch_You_with_Your_Drawers_Downmp3,0.25659114457172255,0.0728531610890083,0.038636383890059287,8.26562323904982e-07,0.09202037902827852
18,music/Rock&Pop/Fresno-Verdades_Que_Tanto_Guardeimp3,0.26241964180427396,0.06185272170332723,0.044222350139577926,9.972944227786489e-07,0.09212392773540047
19,music/EasyListening&Vocals/Bobbie_J-You_Can_Winmp3,0.24904730403540823,0.0822437562141502,0.037382461780719134,1.00443701029385e-06,0.09216863161682196
20,music/Religious/Set_Free-Wherever_I_Ammp3,0.23434411680911946,0.08213488164523347,0.05255612436098009,1.2455500186611892e-06,0.09225909209133792
21,music/Reggae/Dingo__The_Hardmore_Crew-I_Guaranteemp3,0.26744265960150737,0.06479693861526939,0.03799035311506718,5.813283644301271e-07,0.09255763316505208
22,music/Country/Rustie_Jean_Blue-The_Devil_May_Caremp3,0.24491482822640226,0.0894597218054864,0.036359993484243056,7.664303062155009e-07,0.09268382748660949
23,music/Country/Lorraine_Davies-Me_and_My_Manmp3,0.26218983869955553,0.08011813309017812,0.02887957371816363,7.746748555585792e-07,0.09279708004568821
24,music/Country/TROUBADOUR_TUNES-LIKE_ITS_GOING_OUT_OF_STYLEmp3,0.27193817849881535,0.06864720017904097,0.03143460151846158,1.4802647076165953e-06,0.09300536511525638
25,music/Country/Donny_Sawyer-Invisible_Manmp3,0.21366713643903903,0.06512797562752587,0.09453448812547358,5.342088416726345e-07,0.09333253360022004
26,music/Folk/Rockridge_Brothers-Down_on_my_kneesmp3,0.2586252873290858,0.07665551360921773,0.038262704334641434,1.205451429345136e-06,0.09338617768109359
27,music/Comedy&SpokenWord/Bard_Marc_Gunn-Middle_Earth_Bragging_Songmp3,0.21542862085556083,0.10909004970136597,0.052163105914377894,3.320598892097445e-06,0.09417127426754919
28,music/Country/TROUBADOUR_TUNES-NOT_LIKE_MAMA_TOLD_MEmp3,0.24085216572591864,0.09783707304626366,0.03819037191230377,1.455776172886283e-06,0.09422026661516474
29,music/Alternative&Punk/Cursive-The_Martyrmp3,0.2672223207470991,0.08471263815407816,0.029639275348308753,9.002936032964475e-07,0.09539378363577232
30,music/Country/Ronnie_Parker-She_Wouldnt_Be_Heremp3,0.26409488352909444,0.07727674377147899,0.04069551199909042,1.2089122689531723e-06,0.0955170870529832
31,music/Latin/Carlos_Morelia_-_LIVE-In_The_Party_round_the_world_2005mp3,0.29518929611339106,0.05466249607975028,0.032730659220478533,7.402401391052892e-07,0.09564579791343975
32,music/Blues/Marcia_Ball-Big_Shotmp3,0.25426830746993606,0.08433462986047571,0.044865904542636795,1.2176311441277716e-06,0.09586751487604817
