,id,scaled_rp,scaled_js,scaled_mfcc,scaled_skl,aggregated
0,music/Country/The_Peasall_Sisters-Home_To_Yoump3,0.0,0.0,0.0,0.0,0.0
1,music/Folk/Kunle_Kuti-Narrowmp3,0.2215281907134466,0.0028564983525726146,0.04236877140564521,2.4485315717635615e-06,0.06668897725080905
2,music/Country/Terry-Garden_of_Stonemp3,0.13689339236037446,0.08886240244530681,0.04861981313462784,1.6770805349651713e-06,0.06859432125521102
3,music/EasyListening&Vocals/Changamire-The_Keymp3,0.1691091286085301,0.06563711545782261,0.04072364828191132,1.19610551863503e-06,0.06886777211344566
4,music/Alternative&Punk/Martina_Topley-Bird-Anythingmp3,0.15668005450160602,0.09599121128059193,0.028711138829572377,2.795383678287278e-06,0.07034629999886216
5,music/Jazz/Ivan_Smirnov-Tipsy_Dancemp3,0.14092879779997533,0.10312417525333703,0.03846226954846914,2.199237936520769e-06,0.0706293604599295
6,music/EasyListening&Vocals/Guy_Langlois-Starlightmp3,0.14206773898659658,0.09660824752887597,0.05015007348527972,3.8341948670575675e-06,0.07220747354890483
7,music/Childrens's/Mike_Burn_-_UK-Let_the_Word_of_Christmp3,0.13108151956427047,0.07957271893229632,0.07893326334319897,1.6688457111389444e-06,0.07239729267136923
8,music/EasyListening&Vocals/Fujiyama-Geisha-Autumn_Flavormp3,0.1982838787088956,0.03961582412117827,0.05577385625699226,4.1088430210803636e-06,0.0734194169825218
9,music/Jazz/Jackie_Richardson-If_I_could_only_sleepmp3,0.13147800152407468,0.10710837483116953,0.05552340516517306,1.750669450216565e-06,0.07352788304746688
10,music/EasyListening&Vocals/Hope-The_Endmp3,0.1400353375902686,0.09903715451634995,0.056236787351067734,3.1192831960758403e-06,0.07382809968522058
11,music/Blues/Brother_Malcolm-Rag_Doll_Bluesmp3,0.1441013778485049,0.1199826682376296,0.03190288194663774,3.573030001807304e-06,0.0739976252656935
12,music/Jazz/Kasey_Goveia-Angel_Eyesmp3,0.14634660320326115,0.1178671760383114,0.03351768226141163,3.5738988918680903e-06,0.07443375885046902
13,music/EasyListening&Vocals/Hope-Hope_is_alivemp3,0.12136825985698681,0.11257531008796748,0.06690261563109931,2.9255620604313426e-06,0.07521227778452852
14,music/Folk/DANNY_COWAN_GROUP-Blue_Is_The_Color_Of_My_Heartmp3,0.16142963855219988,0.10672725952292421,0.03396235243247943,2.320499482281206e-06,0.07553039275177145
15,music/Religious/American_Dream_Band-Amazing_Gracemp3,0.14655448736006377,0.11111541878958699,0.044859430463095734,1.6068749618287334e-06,0.07563273587192708
16,music/Latin/Juan_Avila-Por_Que_Te_Quieromp3,0.15753225579793873,0.11516040252174335,0.030711267562378533,1.5831970650956224e-06,0.07585137726978142
17,music/Folk/Steve_Massey-Grace_Cornermp3,0.1480922244665175,0.09372227869894822,0.06219167457102573,2.2001288677156057e-06,0.07600209446633979
18,music/Religious/Matt_and_Sherry_McPherson-Run_To_Jesusmp3,0.15963992125936088,0.10071869537975947,0.044188417071322116,2.1830052426296854e-06,0.07613730417892128
19,music/Religious/Randy_Vild-We_Must_Not_Fallawaymp3,0.16355708334151603,0.09020779399734925,0.05154676718922785,2.1064548096930224e-06,0.0763284377457257
20,music/Comedy&SpokenWord/soundofspirit-Sept_11_A_BIG_DISASTERmp3,0.13323305971996818,0.11223605880457553,0.06179469995915587,1.827348182394868e-06,0.0768164114579705
21,music/Folk/The_Good_Folk-Rio_Grandemp3,0.1487272254017598,0.11724797869518533,0.04172171369169707,1.655226498756982e-06,0.07692464325378524
22,music/Country/Calexico-Convict_Poolmp3,0.13061992478140924,0.11451533584281101,0.06391771000692947,2.206629537784951e-06,0.07726379431517189
