,id,scaled_rp,key,scale,scaled_levenshtein,bpm,scaled_bh,scaled_mfcc,scaled_corr,scaled_skl,aggregated
0,music/Electronic/Fytch-InTheseShadows(featCarmenForbes)mp3,0.0, A, minor,0.0, 140.014526367,0.0,0.0,0.11728108005538695,3.9314891983231204e-07,0.0195469122007178
1,music/WorldMusic/Wardruna-Wunjomp3,0.30366649250535754, B, minor,0.2755465175394001, 139.853485107,0.14739655196387488,0.4574073093916315,0.7405690947340079,4.1940393112600724e-07,0.32076439758970055
2,music/Soundtrack/Outlander-DanceoftheDruids(featRayaYarbrough)mp3,0.48578124247967996, A, minor,0.2531774275546518, 136.45451355,0.603128977294155,0.27103181016271777,0.6944375258145075,4.290726088863258e-07,0.38459290206305347
3,music/Klassik/Bach-Toccaqta&FugueDMinorBWV565Toccatamp3,0.4368004830867537, D, minor,0.28723945094051856, 117.647331238,0.6426620620293582,0.2961765101022245,0.6642312908798642,3.7183099814853875e-07,0.3878516948116196
4,music/WorldMusic/AndreyVinogradov-MedievalTunemp3,0.4124774917595899, G, minor,0.2597864768683274, 111.668838501,0.7183348240084693,0.5667669320297117,0.41806266491066746,2.6619040078838676e-06,0.39590517524679564
5,music/WorldMusic/JohnButler-Oceanmp3,0.3314022019745228, E, major,0.35638027452974075, 97.3883056641,0.7230967983179062,0.3341905154058831,0.649627505513529,4.223809629432181e-07,0.3991162863537574
6,music/Jazz/LouTavano-TheCallmp3,0.3349683656573746, E, minor,0.2592780884595831, 184.570266724,0.7410441701664437,0.36768969347878894,0.698314342506716,1.799713404221968e-07,0.4002158067067078
7,music/Soundtrack/TheHobbit3-HowardShore_Ironfoot[ExtendedVersion]mp3,0.42903512153829587, D, major,0.33960345704117945, 138.597213745,0.5136726637456036,0.2861722217869503,0.8761866156679955,6.58492872927944e-07,0.40744512304548297
8,music/WorldMusic/annaRF-Whymp3,0.31856274247992805, G, minor,0.2597864768683274, 112.351074219,0.8149666351192392,0.3781583343751205,0.6862690325389174,4.683987045800509e-07,0.4096239482967062
9,music/Rock/Wallows-Scrawny[Explicit]mp3,0.4115914771111849, A, major,0.32079308591764105, 137.751556396,0.46985536766591085,0.3874432983284658,0.8717261610502759,4.34121620887986e-07,0.41023497069918324
