,id,scaled_rp,key,scale,scaled_levenshtein,bpm,scaled_bh,scaled_mfcc,scaled_corr,scaled_skl,aggregated
0,music/WorldMusic/Wardruna-Wunjomp3,0.0, B, minor,0.0, 139.853485107,0.0,0.0,0.07653944634389132,0.0,0.012756574390648553
1,music/Electronic/Fytch-InTheseShadows(featCarmenForbes)mp3,0.2892911945328992, A, minor,0.26699507389162563, 140.014526367,0.1610793705731433,0.46932616681699985,0.709402608849204,1.1196215671340608e-06,0.31601592238090653
2,music/Soundtrack/MassEffect3-LeavingEarthmp3,0.2847220810696265, E, minor,0.25862068965517243, 155.900695801,0.7058344674402097,0.18916241335102513,0.5496467954419795,1.1256813362543809e-06,0.3313312621065582
3,music/Jazz/LouTavano-TheCallmp3,0.2064257209977425, E, minor,0.241871921182266, 184.570266724,0.6798698060975139,0.1447467475074372,0.7923302881552949,3.4949806705571775e-07,0.3442074722397203
4,music/Soundtrack/Outlander-DanceoftheDruids(featRayaYarbrough)mp3,0.31864509138605085, A, minor,0.23842364532019705, 136.45451355,0.5058758014406883,0.3354786029867093,0.7145568883367144,5.533653474355157e-07,0.35216343047261794
5,music/Klassik/Bach-Toccaqta&FugueDMinorBWV565Toccatamp3,0.2867595708629151, D, minor,0.26798029556650244, 117.647331238,0.5560592244840711,0.341561978914626,0.6774661761244791,4.890949794198814e-07,0.35497128917459553
6,music/Rock/Radiohead-Creepmp3,0.23427228145063922, C, major,0.2733990147783251, 92.4155807495,0.741980509723329,0.20093986027044605,0.7324307487341443,6.410578667413734e-07,0.3638371760024584
7,music/WorldMusic/TheHU-WolfTotemmp3,0.34695848746015046, D#, major,0.2458128078817734, 86.0263519287,0.8810104976991906,0.1149684952338063,0.6622167118140969,2.8928236113420887e-07,0.37516121489522974
8,music/Klassik/Mozart_RequiemInDMinorK626-3Sequentia_Lacrimosamp3,0.3365496508234052, D, minor,0.2561576354679803, 111.442993164,0.5977357254215472,0.26551270784429365,0.7981979919871705,1.5123426526339036e-06,0.3756925373145082
9,music/WorldMusic/EstasTonne-TheSongoftheButterflymp3,0.33139262038577944, C, minor,1.0, 172.265289307,0.6607713879948615,0.3262304489917448,0.0,1.0145827072950765e-06,0.38639924532584885
10,music/Jazz/WhiplashSoundtrack-Caravanmp3,0.185452270406545, C#, major,0.4827586206896552, 142.548370361,0.4786975755930653,0.23132468765669773,0.9544319295561745,5.698444069449501e-07,0.3887776089577574
11,music/Soundtrack/TheHobbit3-HowardShore_Ironfoot[ExtendedVersion]mp3,0.265942724809288, D, major,0.3251231527093596, 138.597213745,0.4059708608961662,0.4743881862733949,0.8773977723580304,2.95846665946053e-07,0.39147049881548424
12,music/WorldMusic/AndreyVinogradov-MedievalTunemp3,0.3100995320393598, G, minor,0.23842364532019705, 111.668838501,0.6410658596788847,0.8323756928563135,0.3500677517813905,1.2272502115800935e-06,0.3953389514877262
13,music/Jazz/JukkaPerkoAvara-TearsInHeavenmp3,0.2501781831585788, A, major,0.28029556650246307, 98.4524993896,0.7891840257261244,0.5149706861273878,0.5402578386966056,1.4319327819440608e-06,0.3958146220239902
14,music/Klassik/Liszt-Totentanzmp3,0.31908680315825927, D, minor,0.7320197044334975, 164.038589478,0.588106083969131,0.2213697460371602,0.5199082563953976,9.202082245473546e-07,0.3967485857002783
15,music/Soundtrack/LordOfTheRings-TheBattleOfThePelennorFieldsmp3,0.2894069580440703, A, minor,0.26748768472906403, 165.502151489,0.6247450514259028,0.32651414687233954,0.9040210552175499,3.5433668889867256e-07,0.40202920843760265
16,music/WorldMusic/JohnButler-Oceanmp3,0.2126845610237257, E, major,0.37142857142857144, 97.3883056641,0.6553140646124437,0.6288613042454068,0.5536571402392816,2.931942196202799e-07,0.40365765579060814
17,music/Soundtrack/Interstellar-NoTimeforCautionmp3,0.32539199113144673, A, minor,0.2655172413793103, 119.966659546,0.8755690257583739,0.22577456042106486,0.737527929678043,1.1111035734745424e-06,0.40496364324530204
18,music/Soundtrack/GameOfThrones-MainTitlesmp3,0.21906686952303636, C, minor,0.2566502463054187, 172.265808105,0.8574831868131748,0.375778885506453,0.7523440764297311,5.982317652422799e-07,0.4102206438015965
19,music/Soundtrack/TheWitcher3-TheFieldsofArdSkelligmp3,0.29333559061938347, D, minor,0.24039408866995074, 178.205566406,0.647274377412767,0.6684444983181308,0.6147439746656639,6.490471849018039e-07,0.4106988631221802
20,music/Jazz/WhiplashSoundtrack-TooHipToRetiremp3,0.24477249043001156, C, minor,0.2497536945812808, 154.925735474,0.8702505938004684,0.3026547645020932,0.8005945281191333,5.194587309072859e-07,0.4113377651486197
21,music/Metal/OmniumGatherum-NewWorldShadowsmp3,0.2642132916931338, C#, minor,0.254679802955665, 122.389251709,0.8374052589398577,0.36002987301511497,0.7800429516095189,1.0952105280185773e-06,0.4160620455706365
22,music/WorldMusic/annaRF-Whymp3,0.2525655160495307, G, minor,0.25073891625615763, 112.351074219,0.7681028655798845,0.6605233233615911,0.6099249535740062,4.197804022220677e-07,0.42364266576692877
23,music/Reggae/DamianMarley-RoadToZionmp3,0.6625469069114834, F, minor,0.23054187192118228, 93.5995407104,0.7246527523076692,0.2315899574604384,0.7151635070356364,7.457966361666463e-07,0.42741595690550765
24,music/Electronic/TheXX-Intromp3,0.3145336195860705, F, major,0.30394088669950736, 100.450759888,0.8361611394147407,0.36953372051405325,0.749230516515764,9.214245407176272e-07,0.4289001340257794
25,music/Jazz/MichaelWollnyVincentPeiraniTheKissmp3,0.2894522187880255, C, major,0.27832512315270935, 172.265686035,0.6160038559451597,0.4451120833435449,0.9805056689880366,1.162255984090185e-06,0.43490001874557666
26,music/Electronic/DaftPunk-Withinmp3,0.24108436612127193, C#, major,0.29261083743842364, 110.342224121,0.721336849365281,0.44710430020590936,0.9082445430446363,7.647799027263164e-07,0.4350636101592375
27,music/Klassik/LangLang_LaCampanellaIIetudeforpianoinGsharpminor(GrandPaganiniÉtudeNo3)S1413(LWA1733)mp3,0.3176890615724797, G#, minor,0.26157635467980295, 163.483779907,0.5896621489329301,0.6264883349643494,0.8175037673733864,1.0864974244247687e-05,0.4354884220828655
28,music/Rock/Sum41-Piecesmp3,0.3398096770354028, F, major,0.2714285714285714, 99.7237548828,0.8697528038740486,0.33700199067331404,0.8051667227794306,2.3742199406604525e-07,0.4371933338687936
29,music/Electronic/AlanWalker-Fadedmp3,0.4124747497045407, F#, major,0.2911330049261084, 90.0402908325,0.8252147351065594,0.3518489094264118,0.7503005778851054,4.0148760720659703e-07,0.4384953964227221
30,music/Jazz/EricBibbCelticRootsEnsemble-StJamesInfirmarymp3,0.24067553042992082, A, minor,0.24334975369458128, 104.842964172,0.771566350909594,0.47375542596609904,0.9082656346938396,1.3360136605645987e-07,0.4396021382159001
31,music/Jazz/PaoloFresuJanLundgren-Kristallendenfinamp3,0.2806665056975595, D, minor,0.2541871921182266, 140.128921509,0.540542357620985,0.6765232412070195,0.8890743225071301,7.160651515006307e-06,0.4401667966337393
32,music/Metal/Gojira-Globalwarmingmp3,0.29915442058259156, C#, minor,0.2975369458128079, 94.3844528198,0.7842676191233103,0.42071447512521487,0.8411030818094742,9.935157780526545e-07,0.4404629226615295
33,music/Klassik/JStraussI_Radetzky-MarschOp228mp3,0.2688887383611347, D, major,0.30394088669950736, 106.524047852,0.7544678927957166,0.6273976424284009,0.6946453516961146,6.663727281428201e-07,0.4415568630589337
34,music/WorldMusic/LaboratoriumPieśni-Sztojpamorump3,0.5999668261199919, C#, major,0.2374384236453202, 77.5753860474,0.5200486300364267,0.7502774449348588,0.5465546162722548,1.92363627083075e-06,0.4423813107741872
35,music/Klassik/AliceSaraOtt-PréludeinDFlatMajor(_Raindrop_)Op28No15mp3,0.3373655259572612, C#, major,0.30098522167487685, 152.223327637,0.6178721943085016,0.6285740152523994,0.7707841828861369,2.857664769145955e-05,0.4426016194544779
