,id,scaled_rp,key,scale,scaled_levenshtein,bpm,scaled_bh,scaled_mfcc,scaled_corr,scaled_skl,aggregated
0,music/Classical/Fernando_Gonzalez-Isaac_Albeniz_-_Asturiasmp3,0.0, E, minor,0.0, 129.332931519,0.0,0.0,0.0,0.0001547210932016103,2.578684886693505e-05
1,music/Classical/Aleksandr_Tsiboulski-Issaac_Albeniz_-_Zambra_Granadinamp3,0.08305935585989319, D, minor,0.30978660779985284, 129.559539795,0.10477273918183261,0.08331857365943975,0.9381620587972773,8.011266098488295e-05,0.2531965746598801
2,music/NewAge/The_FireSoul-Set_Me_Free_And_Let_Me_Fallmp3,0.1032588813979695, E, minor,0.3318616629874908, 129.518478394,0.15909298807313835,0.05743982080088687,0.9640481384072311,0.00012448028915189413,0.2693043286593114
3,music/NewAge/Gary_Girouard-Vivamp3,0.10899911975243738, A, major,0.3200883002207506, 128.627746582,0.16218543516622233,0.0981860458855705,0.9561485675515977,0.00029043106672367364,0.27431631660721706
4,music/NewAge/Jennifer_Haines-Moonlit_Echomp3,0.11337260257872687, A, minor,0.32303164091243564, 123.06603241,0.20068195421651278,0.06664215261360604,0.9431892320124081,0.00031975026739418795,0.27453955543351394
5,music/NewAge/Laura_Sullivan-Americas_Stonehengemp3,0.10576212586331765, D, minor,0.33038999264164826, 134.793304443,0.21877316046260034,0.08325739579186006,0.9442354868317866,0.00011145572385988419,0.2804216028858455
6,music/Soundtracks&More/Two_Harps-Away_In_The_Mangermp3,0.09847100681893363, F, major,0.3252391464311994, 129.277420044,0.17241197941914418,0.16998104092918864,0.9294872539928002,0.00014045190574001583,0.282621813249501
7,music/EasyListening&Vocals/Rick_DeAguiar-For_Taramp3,0.11886385523545544, G, major,0.30242825607064017, 135.755706787,0.22339830941202968,0.10226357742278883,0.9533312753485736,0.001059610024687947,0.283557480585696
8,music/Religious/Ionatan_Ille-vecerniemp3,0.11226961382968324, C, major,0.3127299484915379, 129.073623657,0.1423270620802443,0.19108098772816476,0.9486935119730563,0.00011363299460019856,0.2845357928495478
9,music/Classical/Virtual_Byrd_Choir-Mass_for_Five_Voices_--_6_Agnus_Deimp3,0.1042216386831905, C#, major,0.34584253127299486, 132.565505981,0.23115046869382946,0.06413258205612506,0.9652383024495886,0.00016723534111372785,0.28512545974947373
10,music/EasyListening&Vocals/Joaquin_Taboada-Moss_casted_into_oblivionmp3,0.10412281043094081, C#, major,0.3340691685062546, 129.39604187,0.230122300173876,0.08307998549236838,0.9624123431885996,0.00015680326801870557,0.28566056851000965
11,music/EasyListening&Vocals/Joaquin_Taboada-My_babymp3,0.14280178059164172, C, major,0.3487858719646799, 129.079071045,0.1857790416388221,0.07844349566547361,0.9649796806465806,8.607596830216578e-05,0.2868126577459167
12,music/Classical/Sean_Bennett-Mozart-Volodos-Bennett_Variations_on_the_Turkish_Marchmp3,0.1303149945547359, A, major,0.33480500367917587, 135.377761841,0.16103115790984018,0.11821669476521196,0.9798892834076915,0.00012868099530892905,0.2873976358853274
13,music/Comedy&SpokenWord/Tom_Spallone-A_Trip_To_The_Zoomp3,0.1725997483835575, G, major,0.34216335540838855, 129.842163086,0.14144139137236328,0.10650763338705904,0.9643561675965648,7.622696673758e-05,0.28785742051911184
14,music/EasyListening&Vocals/Fujiyama-Geisha-Autumn_Flavormp3,0.14035347068062817, A, minor,0.30757910228108903, 135.631362915,0.29258522797232334,0.05881624467116317,0.930917114558099,6.121274400188847e-05,0.2883853954845507
15,music/Folk/The_Anomoanon-One_That_Got_Awaymp3,0.15134032760199, E, major,0.31788079470198677, 130.206390381,0.2111995380923161,0.08610047491089583,0.9649195351294891,0.00023368432269492637,0.28861239245989545
16,music/World/El_Rubio-Meladamp3,0.08369859267561813, E, major,0.37159676232523914, 136.233779907,0.2671132872505136,0.0440716844262075,0.9673858661749557,7.374990037649024e-05,0.2889899904588184
17,music/Classical/Virtual_Byrd_Choir-Victoria_O_vos_omnesmp3,0.09580951307521514, F#, minor,0.31788079470198677, 117.797966003,0.26936775500249127,0.09865568301751676,0.9521112299898677,0.00014988690307069291,0.28899581044835804
18,music/Religious/Wes_Smith-El_Shaddaimp3,0.14401368541125967, F, major,0.3370125091979397, 123.63910675,0.21815078320665673,0.06572732559195793,0.9745378759565355,0.00010983251317770385,0.2899253353129212
19,music/World/Celtic_Shores-Deirdres_Lamentmp3,0.156374994092962, F#, minor,0.3384841795437822, 129.374420166,0.18231658937657305,0.11467223998817853,0.9481010230209741,0.0001748793369613592,0.29002065089323853
20,music/Blues/Robert_Allen-Old_Man_Brownmp3,0.1868696956686828, D, major,0.3428991905813098, 128.786178589,0.11940407240699241,0.11720810581185696,0.9754577392671072,0.00020837117801809064,0.2903411958189946
21,music/Rock&Pop/Linda_Perry-In_Flightmp3,0.10676002867601718, G, major,0.34216335540838855, 126.093757629,0.19874029853867917,0.14521888069252978,0.9494195164063735,0.00012401474897858584,0.2904043490784945
22,music/Folk/Steve_Massey-Timberline_Shadowmp3,0.15381790297525547, G, minor,0.3208241353936718, 128.359115601,0.24963929977772703,0.08439286400169231,0.9337926900415235,0.0001811948985055628,0.2904413478480626
23,music/World/El_Rubio-Verdinmp3,0.08153372168856485, D, major,0.3612950699043414, 143.648193359,0.27976301115502894,0.055039072191207704,0.9671938559669949,0.0001155917142905589,0.2908233871034047
