,id,key,scale,bpm,scaled_rp,scaled_rh,scaled_bh,scaled_notes,scaled_chroma,scaled_skl,scaled_js,scaled_mfcc,aggregated
0,music/NewAge/Jorge_Grundman-Looking_through_the_broken_windowmp3, E, major, 82.0276184082,0.0,0.0,0.0,0.0,0.0,0.007659837139376779,0.0,0.0,0.0009574796424220974
1,music/Comedy&SpokenWord/Scott_Laningham-A_Fishtalemp3, C, major, 125.315658569,0.08417612842875523,0.08621741220049703,0.7073086123598942,0.20204081632653062,0.944962418261477,0.006179810826181724,0.15238733404778848,0.05850284932477852,0.28022192272198787
2,music/Classical/AAOwen-Blue_Queen_-_Prologuemp3, E, major, 143.723007202,0.09686261128066392,0.06738097377867387,0.6582313493353009,0.19251700680272107,0.9650375468117043,0.017520804493926248,0.19435200124141436,0.05230284237371435,0.2805256420147649
3,music/Soundtracks&More/Patrick_Kirst-Roseys_Arrivalmp3, G, major, 164.393371582,0.07518260560400808,0.08344502664853629,0.646797865240342,0.22517006802721087,0.9147508962682523,0.13897475377554308,0.06733109089363166,0.10643484912963232,0.2822608944483946
4,music/Classical/Andrei_Krylov-Love_songmp3, E, minor, 136.367660522,0.0833084368403433,0.08206282594311853,0.6611922330328407,0.22108843537414966,0.9628010328272445,0.030994112413444748,0.1390992387617079,0.0782390005524839,0.2823481644681667
5,music/Classical/Andrei_Krylov-Portret_of_Soulmp3, E, major, 103.506530762,0.0788777733817389,0.0811896174906092,0.6478312175744873,0.21292517006802722,0.9617686410472888,0.033717720864049595,0.15867868557443074,0.08474711274333906,0.2824669923429963
6,music/World/Andrei_Krylov-Flight_over_the_Mountainmp3, A, minor, 163.400543213,0.10081671991907007,0.09212975987663004,0.6005502545632913,0.21700680272108844,0.9572130157318278,0.02927589267366781,0.14789248365091412,0.12175226305381652,0.28332964902378827
7,music/Blues/Greg_Burgess-Itsy_Bitsy_Spider_Bluesmp3, G, major, 163.956222534,0.1042667133469068,0.11708044836227421,0.6213729257433835,0.24013605442176872,0.9542794795155702,0.008699571012141355,0.16170091930757322,0.061444740296895374,0.28362260650081417
8,music/Jazz/Ivan_Smirnov-Remembrancemp3, C, major, 128.922454834,0.08483698480680796,0.12779252173822436,0.6381397161942417,0.21020408163265306,0.964512241426705,0.035308094960951004,0.1484829460501992,0.06052831502059737,0.2837256127287975
9,music/Classical/Andrei_Krylov-Autumnmp3, G, minor, 114.016891479,0.08339830688521135,0.07054645129022678,0.6368854073291574,0.22993197278911565,0.9436162221993204,0.06432127406256848,0.18390734569670394,0.06077351329953291,0.2841725616939796
10,music/NewAge/Mars_Lasar-Untouchablemp3, A#, major, 117.001480103,0.09787600528371274,0.11195455161167639,0.6264266091038818,0.24897959183673468,0.9257836557085264,0.03239489782589413,0.17740331895534017,0.056445758155558565,0.2846580485601656
11,music/Soundtracks&More/Bah__the_Humbugs-Christmas_Tree_from_Hellmp3, G, major, 133.51260376,0.1020477050743012,0.1083614536607222,0.6293194661758287,0.21020408163265306,0.9501271596706232,0.023396513364873358,0.1997390392536983,0.06394197210183941,0.2858921738668174
12,music/NewAge/Jorge_Grundman-Tears_at_bedtimemp3, E, major, 118.279808044,0.08868061468738726,0.07107561880349896,0.6867747825157107,0.2782312925170068,0.9151934513977018,0.028097406466001156,0.13977981913591314,0.09905294468617644,0.28836074127617456
13,music/EasyListening&Vocals/Left_Tail_Light_Band-Waitin_for_Wendymp3, A, major, 151.234161377,0.12169213279579533,0.09860595332989482,0.7288461067544341,0.2680272108843537,0.9574952953675683,0.05406241183953928,0.01313401989022472,0.08873938816094479,0.29132531487784435
