,id,scaled_rp,scaled_js,scaled_mfcc,scaled_skl,aggregated
0,music/Alternative&Punk/Sufjan_Stevens-The_Man_of_Metropolis_Steals_Our_Heartsmp3,0.0,0.0,0.0,2.2376799780280188e-07,5.594199945070047e-08
1,music/Religious/Randy_Vild-Children_of_Zionmp3,0.1453904692817158,0.06425063757693499,0.040670940202164635,6.557385188452711e-07,0.06257817569983357
2,music/Religious/Tom_Read-This_is_Lovemp3,0.14083019161092292,0.09132093929095358,0.028098456121082065,9.795087024605667e-07,0.06506264163291525
3,music/Jazz/Ivan_Smirnov-Tipsy_Dancemp3,0.13329563690756022,0.07366823392384828,0.053779865762606065,6.93042292081955e-07,0.06518610740907665
4,music/R&B&Soul/The_Alter_Egos-I_Praymp3,0.16335412756171339,0.06505931964912426,0.039162013697389406,1.0377876697546546e-06,0.0668941246739742
5,music/Folk/Steve_Massey-Haystack_Ridge_Horizonmp3,0.1259955925851877,0.08192669097694102,0.06011688836223707,2.7906678609031227e-06,0.06701049064805667
6,music/Country/Terry-Garden_of_Stonemp3,0.15394465336221116,0.07313553229281197,0.041203252375206285,4.221544667886736e-07,0.06707096504617405
7,music/Comedy&SpokenWord/IDBI-Prayer_Songmp3,0.1597193210776789,0.0744006084122622,0.036845875660051416,8.124508178204708e-07,0.06774165440020258
8,music/Religious/Randy_Vild-We_Must_Not_Fallawaymp3,0.16484620868685088,0.0695856994292978,0.04449815448225625,1.0376621992872935e-06,0.06973277506515105
9,music/Alternative&Punk/The_Long_Winters-Ultimatummp3,0.15096457846050443,0.08566069268165173,0.043588513750947605,1.018204426430717e-06,0.07005370077438255
10,music/Religious/American_Dream_Band-Amazing_Gracemp3,0.16355037001742265,0.07227578725675457,0.045550048416062715,9.351189943589605e-07,0.07034428520230857
11,music/Comedy&SpokenWord/Scott_Laningham-A_Fishtalemp3,0.17830649393962564,0.07053842734025337,0.036348144542626054,6.429861405198202e-07,0.0712984272021614
12,music/Religious/SetApart-Forever_I_Give_You_Praisemp3,0.14465751121803147,0.07388860283405024,0.06720392826316611,1.7279586615441315e-06,0.07143794256847734
13,music/R&B&Soul/Sabrina_Weeks-Forever_Moremp3,0.149132710380306,0.09038532364756986,0.046371136313411845,1.955662855789067e-06,0.07147278150103588
