,id,scaled_rp,scaled_js,scaled_mfcc,scaled_skl,aggregated
0,music/Soundtracks&More/Patrick_Kirst-Romantic_Comedymp3,0.0,0.0,0.0,3.7795500447013124e-08,9.448875111753281e-09
1,music/Jazz/Ivan_Smirnov-Tipsy_Dancemp3,0.2153719840204062,0.05451139373095558,0.03461593597224584,2.455505522692488e-06,0.07612544230728258
2,music/EasyListening&Vocals/Omar_Eltoudy-solitudemp3,0.22738340942173774,0.06990746191131446,0.03595696512606847,7.427144549942156e-07,0.08331214479339392
3,music/Country/Terry-Garden_of_Stonemp3,0.2212283973201627,0.067991481747771,0.04922283147785175,5.480250733388998e-07,0.0846108146427147
4,music/Folk/Kunle_Kuti-Narrowmp3,0.2542059403691341,0.0522339359200877,0.037969819319083435,1.458523644684049e-06,0.08610278853298747
5,music/Jazz/Ivan_Tucakov-Funky_Bedouinmp3,0.23339003781716477,0.07056704699523562,0.04141018184029025,2.2626060372126742e-06,0.08634238231468197
6,music/Folk/DANNY_COWAN_GROUP-Blue_Is_The_Color_Of_My_Heartmp3,0.21881927642417287,0.10060059296279429,0.02604591622226427,1.090042211751039e-06,0.0863667189128608
7,music/Jazz/Ron_Davis_Trio-Marks_Munglemp3,0.230966183495353,0.05739594984292442,0.05927015485546862,2.219622471389634e-06,0.08690862695405435
8,music/R&B&Soul/FuNk_HaPoALiM-Ziva_Etrogmp3,0.21498047821078595,0.09267359037486263,0.041681098378153744,3.2921692540013795e-06,0.08733461478326407
9,music/Jazz/Kasey_Goveia-Angel_Eyesmp3,0.23042460663193473,0.07670712201586692,0.04300851504835125,1.2310461310682271e-06,0.087535368685571
10,music/Childrens's/The_Story_Of_Iloyd-Ant_Nestmp3,0.21759031116748406,0.07920192408523835,0.05385050910144621,5.8349880513144855e-06,0.08766214483555498
11,music/Alternative&Punk/Martina_Topley-Bird-Anythingmp3,0.22059601234480003,0.08865512485636118,0.04140215129115631,9.019054544231725e-07,0.08766354759944299
12,music/R&B&Soul/FuNk_HaPoALiM-Fa_Du_HAmp3,0.22988270052995063,0.07295123806168388,0.049860278420906914,2.1230078311095476e-06,0.08817408500509313
13,music/Jazz/Erik_Friedlander-Wiremp3,0.21750028499713356,0.07053349041761767,0.06563168290418611,3.9139065685745094e-06,0.08841734305637647
14,music/Country/Old_Crow_Medicine_Show-Were_All_In_This_Togethermp3,0.24545514968214074,0.07708023758001133,0.03306019052108261,7.561478752058499e-07,0.08889908348277746
15,music/Jazz/Jazz_Conspiracy-Sly_Sambamp3,0.23541001930572641,0.07777633377310447,0.042893801986809546,4.50577684583712e-06,0.08902116521062156
16,music/Religious/Randy_Vild-We_Must_Not_Fallawaymp3,0.238926101992346,0.05736149609208383,0.06026157171749241,1.228291881055339e-06,0.08913759952345084
17,music/EasyListening&Vocals/Changamire-The_Keymp3,0.24017969840924272,0.0850077417232425,0.0324029211356,2.6365741868546186e-06,0.08939824946056801
18,music/Childrens's/weerobbydee-Lifeguardmp3,0.21811252468774808,0.10867767248248164,0.031850525008372446,2.106763984397331e-06,0.08966070723564665
19,music/EasyListening&Vocals/Guy_Langlois-Starlightmp3,0.21945256680559164,0.06890135443715815,0.07118400729607356,1.3080834637474169e-06,0.08988480915557179
20,music/Alternative&Punk/Arizona_Amp_and_Alternator-Bottom_of_the_Barrelmp3,0.23454138508195366,0.08219178173600002,0.0428226697314374,2.1242072149152255e-06,0.08988949018915149
21,music/Folk/Steve_Massey-Windy_Ridge_Risingmp3,0.24076098967466703,0.08298008846869305,0.03610699038488885,3.7065461732916132e-06,0.08996294376860554
22,music/Latin/Juan_Avila-Por_Que_Te_Quieromp3,0.24182862803408772,0.08541312200950761,0.03264375372189426,7.422086147540753e-07,0.08997156149352609
23,music/Jazz/Sean_Stackpoole-03_-_Loraxmp3,0.23017747193344112,0.058960496178345756,0.07143319464621835,3.1161037004690267e-06,0.09014356971542642
24,music/Latin/Mariachi_Los_Romanticos-Dos_Gardeniasmp3,0.24554270656324734,0.08220760857228596,0.03372464024228153,2.59866752933829e-06,0.09036938851133605
25,music/Rock&Pop/David_Hopkins-Amber__Greenmp3,0.23230634907765874,0.09810587462241008,0.03156919732380567,7.864909267877869e-07,0.09049555187870031
26,music/R&B&Soul/The_Alter_Egos-I_Praymp3,0.235973552266005,0.09060404587739034,0.03583277048449341,2.0063433881312588e-06,0.09060309374281923
27,music/Latin/Alfred_Gomez_Jr-La_Reina_Peinandosemp3,0.26377260479972214,0.06208099102810732,0.03756714010661014,5.536657494512422e-07,0.09085532240004728
28,music/Blues/Will_Tang-Will_Tang_Jam_with_Tommy_Emmanuel_2mp3,0.22087294313350336,0.081746167866029,0.0617533085681053,5.608501072462863e-07,0.09109324510443623
29,music/World/Khaled_Habib-Timemp3,0.25510790999769944,0.07627797167927278,0.03316219119160399,4.079426309240545e-06,0.09113803807372137
30,music/EasyListening&Vocals/Narutofan-Lonelinessmp3,0.24560116698609666,0.07127158422209481,0.04788142596288959,3.6644618400263545e-06,0.09118946040823028
31,music/EasyListening&Vocals/Victoria_Robertson-Trainmp3,0.24968763491064672,0.07669576290059374,0.03889350477940558,2.9749193700118e-06,0.091319969377504
32,music/Folk/Steve_Massey-Grace_Cornermp3,0.23322136478439606,0.08248247288809193,0.050220963892256894,5.696516530128078e-06,0.09148262452031877
33,music/Folk/The_Moore_Brothers-Now_Is_The_Time_For_Lovemp3,0.22878182965278912,0.1006252904282681,0.036997059540296,1.974285243877005e-06,0.09160153847664929
