,id,scaled_mfcc,scaled_rp,scaled_bh,bpm,scaled_rh,scaled_levenshtein,key,scale,scaled_corr,scaled_skl,scaled_js,aggregated
78,music/Reggae/DamianMarley-RoadToZionmp3,0.4683325708942656,0.7001704560837743,0.726784829309727, 93.5995407104,0.7116766294686538,0.17779668226286688, F, minor,0.856363140814377,0.3173936888435452,0.1244682605015542,0.5103732822723456
79,music/HipHop/IceCube-ItWasAGoodDaymp3,0.5589941501653068,0.6899902832887608,0.8005324534926216, 82.4135284424,0.7019504631038535,0.13611229264142918, D, major,0.9557501711668535,0.14149151487568237,0.13389224384956017,0.5148391965730085
80,music/Reggae/DamianMarley-Move!mp3,0.3426478587192029,0.7719711330196711,0.8319962139891969, 122.568321228,0.7892523250633205,0.14802211824755424, G#, minor,0.9815540509752839,0.16828431901148366,0.09616378065528032,0.5162364749601243
81,music/HipHop/ChiddyBang-OppositeOfAdultsmp3,0.329567789211571,0.7938623588745461,0.8579004488433524, 95.9762878418,0.817506758043348,0.0867715865589111, D, major,0.9448481594438097,0.241349219478326,0.08289115225118163,0.5193371840881307
82,music/Metal/Eluveitie-Neverlandmp3,0.6285371391610489,0.4142778028049107,0.9690697903583531, 109.961982727,0.4754032672941739,0.12888132709485325, B, minor,0.9691745435697832,0.4125372344851237,0.1751471282171977,0.5216285291231806
83,music/Reggae/DamianMarley-WelcomeToJamrockmp3,0.40600832147782473,0.6480988111318013,0.8956099743804697, 153.269729614,0.7104245738114588,0.18119948957890258, G, minor,0.9099430833736423,0.2799034433813764,0.1604391660832391,0.5239533579023393
84,music/Reggae/DamianMarley-Beautifulmp3,0.4949413257055913,0.71744295380501,0.8457553083793145, 93.0411148071,0.7977048646583392,0.12888132709485325, D#, major,0.9584556537812713,0.24069579407252675,0.04652876452251874,0.5288007490024281
85,music/HipHop/Grits-HereWeGomp3,0.4154299904988362,0.7734898391929413,0.927336603029629, 129.956741333,0.7855420936983952,0.1369629944704381, B, minor,0.9621228142152688,0.16302767317089178,0.10369363743631228,0.5334507057140891
86,music/Reggae/DamianMarley-TheMasterHasComeBackmp3,0.4735232225534503,0.6662916043704142,0.988328942221436, 92.4868392944,0.6484798262765016,0.15652913653764355, A, minor,0.9534949261898436,0.36138335818629863,0.07049181705791012,0.5398153541741874
87,music/Pop/MichaelJackson-TheyDon'tCareAboutUsmp3,0.1800098865725264,1.0,0.82686421626772, 89.9515686035,0.929794486268435,0.13568694172692472, G, major,0.9587295295005713,0.16388997974092873,0.16341389585405675,0.5447986169913953
88,music/Klassik/Rachmaninoff-TheIsleoftheDeadOp29mp3,0.35855203604744884,0.42134187819816676,0.5652322589491282, 117.387657166,0.48069556130129987,0.8766482347937048, A, minor,0.7572774852532759,0.8150586636932956,0.20274684478965493,0.5596941203782468
89,music/HipHop/Sido-Springraufmp3,0.5442170421050692,0.7810746742795946,0.8816309641502819, 84.9522781372,0.8095134969209953,0.113143343258188, G, minor,0.9442018106590282,0.3879442418424465,0.11690408450220097,0.5723287072147256
90,music/Reggae/DamianMarley-AllNightmp3,0.47711794681023983,0.9513140686246492,0.90957972908009, 132.9559021,0.9230678684621488,0.14547001276052743, A#, major,0.956371103970539,0.18436961494509024,0.06455214492170815,0.576480311196874
91,music/HipHop/DrDre-StillDRE[featSnoopDogg]mp3,0.5057210746536767,0.8725813511342682,0.7994855255140616, 93.4496994019,0.8531271052203179,0.1420672054444917, A, minor,1.0,0.3262544768143496,0.16896257126032538,0.5835249137551864
92,music/Electronic/Marshmello&Anne-Marie-Friendsmp3,0.5613148471183993,0.8053646662174317,0.8778991009720746, 95.028503418,1.0,0.10888983411314335, A, minor,0.89876068178143,0.35328941122579194,0.07433424304391079,0.5849815980590227
93,music/HipHop/257ers-Auseinandamp3,0.5721821341255997,0.915547245628232,1.0, 115.009765625,0.866183215098289,0.12590387069332198, F, minor,0.9466343629123991,0.30193156253628556,0.1361536272669541,0.6080670022826352
