,id,scaled_js,scaled_rp,scaled_corr,aggregated
48,music/Jazz/Paolo Fresu Jan Lundgren - Kristallen den fina.mp3,0.23596650501052108,0.42416416292820786,0.6910717336154248,0.45040080051805126
49,music/Jazz/Michael Wollny Vincent Peirani The Kiss.mp3,0.15098941785526282,0.43853651157021944,0.7642665961467436,0.451264175190742
50,music/Metal/Omnium Gatherum - New World Shadows.mp3,0.128158952033266,0.3857440135530023,0.8468763597951515,0.45359310846047324
51,music/Soundtrack/The Hobbit 3 - Howard Shore_Ironfoot [Extended Version].mp3,0.087201199511583,0.42603473642799483,0.8480341562136824,0.4537566973844201
52,music/Rock/The Offspring - You're Gonna Go Far Kid.mp3,0.0716423716452468,0.5280834452182767,0.7623047291590521,0.45401018200752513
53,music/Hip Hop/Romano - Köpenick.mp3,0.029858075590367014,0.5513598701800949,0.7953428623003452,0.45885360269026904
54,music/World Music/The HU - Wolf Totem.mp3,0.09607157809542437,0.4558842859404657,0.8269247992770232,0.4596268877709711
55,music/Soundtrack/Lord Of The Rings - The Battle Of The Pelennor Fields.mp3,0.1680592137852533,0.4473383434057591,0.769767494975605,0.46172168405553915
56,music/Pop/Halsey - Heaven In Hiding.mp3,0.03662038449232185,0.48891073750624314,0.8709865211679004,0.46550588105548846
57,music/World Music/The HU - Yuve Yuve Yu.mp3,0.07758070179018609,0.43077914004880297,0.891723782765465,0.46669454153481804
58,music/Pop/Anna Burch - 2 Cool 2 Care.mp3,0.0753888407657686,0.40236893888579284,0.9224687007855246,0.4667421601456953
59,music/Hip Hop/Prinz Pi - Kompass ohne Norden.mp3,0.05159470326899901,0.6483071539251315,0.7026619998969758,0.4675212856970354
60,music/Electronic/Kadebostany - Early Morning Dreams (Kled Mone Remix).mp3,0.07780615576352594,0.5798172076261964,0.747307354235117,0.4683102392082798
61,music/Electronic/Caravan Palace - Lone Digger.mp3,0.07708875821228699,0.6407162657162657,0.6881279558665725,0.46864432659837507
62,music/Jazz/Whiplash Soundtrack - Caravan.mp3,0.18487434192438323,0.3459750110031009,0.8768448964428243,0.46923141645676947
63,music/Rock/Red Hot Chili Peppers - Snow (Hey Oh).mp3,0.07369313310034768,0.4107135441405104,0.9249182621161856,0.46977497978568117
64,music/Soundtrack/Flesh And Bone - Dakini_ Movement IV.mp3,0.10745672256481824,0.39187993401476545,0.9146368050073275,0.471324487195637
65,music/Metal/In Flames - The New Word.mp3,0.14605914583487195,0.3740527553729801,0.8940151568685308,0.471375686025461
66,music/Klassik/Mozart_ Requiem In D Minor K626 - 3 Sequentia_ Lacrimosa.mp3,0.178141472657021,0.48913761273311834,0.7487515965791334,0.4720102273230909
67,music/Klassik/Lang Lang_La Campanella II etude for piano in G sharp minor (Grand Paganini Étude No 3) S 141 3 (LW A173 3).mp3,0.2644309275856866,0.46667432341589643,0.688690710006041,0.4732653203358747
68,music/Klassik/Pachelbel_ Canon And Gigue In D Major - 1 Canon.mp3,0.15044635806098616,0.4576344463984913,0.8159365680076542,0.47467245748904396
69,music/Pop/Fools Garden - Lemon Tree.mp3,0.05703574569130507,0.44050219190668627,0.9343584735989433,0.4772988037323116
70,music/Reggae/Damian Marley - Confrontation.mp3,0.03581101659008728,0.48183014475149305,0.9357421106309938,0.4844610906575247
71,music/Hip Hop/Ice Cube - It Was A Good Day.mp3,0.05940381966862776,0.6675880720824541,0.73494392487446,0.4873119388751806
72,music/Electronic/Martin Garrix - Animals (Original Mix).mp3,0.08510144841643257,0.49749853261089216,0.8933994464442833,0.49199980915720265
73,music/Metal/Judas Priest - Painkiller.mp3,0.13451107736279924,0.3415183380071021,1.0,0.49200980512330045
74,music/Reggae/Damian Marley - Welcome To Jamrock.mp3,0.04356565143451816,0.658562563056945,0.7746889829706696,0.49227239915404425
75,music/Hip Hop/Kontra K - Erfolg ist kein Glück.mp3,0.058862662823590664,0.6773345298626198,0.7409204257921345,0.4923725394927816
76,music/Reggae/Damian Marley - Road To Zion.mp3,0.06519689504344732,0.6901105019082547,0.7430505453371398,0.4994526474296139
77,music/Electronic/Miike Snow - Genghis Khan.mp3,0.0749707803390038,0.6662242252129893,0.7752638435492898,0.505486283033761
78,music/Reggae/Damian Marley - The Master Has Come Back.mp3,0.011086384407994882,0.6526651976090179,0.8584159277759326,0.5073891699309817
79,music/Electronic/Marshmello & Anne-Marie - Friends.mp3,0.0037751704449294553,0.7814444893096578,0.7585148053419408,0.5145781550321761
80,music/Jazz/Raphael Wressnig - September Nights.mp3,0.07579865689886728,0.5635620031687447,0.906120942585462,0.5151605342176914
81,music/Klassik/Rachmaninov - Prélude in C sharp minor Op3 No2.mp3,0.3799823470607728,0.4846549383066237,0.6857854790064617,0.5168075881246194
82,music/Jazz/Keith Jarrett - Part II Tokyo.mp3,0.39958173939238245,0.4915277050108511,0.6796914134632528,0.5236002859554955
83,music/Reggae/Damian Marley - Pimpa's Paradise.mp3,0.07144175567743537,0.5903290158908137,0.9328002631029038,0.5315236782237176
84,music/Hip Hop/Chiddy Bang - Opposite Of Adults.mp3,0.046516878808363096,0.7678475023980642,0.8055210270990341,0.5399618027684872
85,music/Hip Hop/Sido - Spring rauf.mp3,0.08652196867511476,0.768158407203351,0.7653708887497395,0.5400170882094019
86,music/Reggae/Damian Marley - Move!.mp3,0.03569564049566741,0.7744056564281283,0.8153852788045197,0.5418288585761052
87,music/Hip Hop/Grits - Here We Go.mp3,0.056589880411562446,0.754868385486363,0.8352144675586355,0.548890911152187
88,music/Reggae/Damian Marley - Beautiful.mp3,0.023746793562869482,0.7140834036901452,0.9397018904532253,0.5591773625687467
89,music/Reggae/Damian Marley - Hey Girl.mp3,0.0532261627492231,0.8154275710455485,0.8094270437804183,0.55936025919173
90,music/Hip Hop/257ers - Auseinanda.mp3,0.058720702543938616,0.8956322046209687,0.7456242126386523,0.5666590399345198
91,music/Hip Hop/Dr Dre - Still DRE [feat Snoop D.ogg].mp3,0.057438195803044906,0.8496291389549816,0.8861988598115919,0.5977553981898728
92,music/Reggae/Damian Marley - All Night.mp3,0.03130299300148059,0.9074626237547586,0.8693582102772273,0.6027079423444889
93,music/Pop/Michael Jackson - They Don't Care About Us.mp3,0.09612738295375955,1.0,0.8988132257460733,0.6649802028999443
94,music/Klassik/Beethoven - Für Elise.mp3,1.0,0.5125270349989451,0.6231565411605946,0.7118945253865133
