,id,scaled_skl,scaled_rp,scaled_levenshtein,scaled_corr,scaled_mfcc,scaled_bh,aggregated
112,music/Melodic Death Metal/Insomnium - Weather the Storm.mp3,1.6487740390833647e-06,0.4280315195783178,0.22614840989399293,0.8033608144794088,0.2479922246279603,0.8404220233150217,0.42432610677812344
113,music/Hip Hop English/Bliss n Eso - Tear The Roof Off (feat Watsky).mp3,1.3336912973312872e-07,0.4790355487670602,0.2054517920242302,0.8577103976884768,0.22400293675263377,0.7816031674508452,0.4246339960087293
114,music/Small Cover Song Library/Toto - Africa by Leo (feat Hannah Boulton & Rabea Massaad).mp3,5.853122664371363e-07,0.3696839746483887,0.14336193841494194,0.9382541058205239,0.19474981106292985,0.903349356210562,0.42489996191160223
115,music/Melodic Death Metal/In Flames - The New Word.mp3,1.1076876201671156e-06,0.35868847241760377,0.23119636547198386,0.8962840853142016,0.23930738943705376,0.8309845810845062,0.42607700023549494
116,music/Melodic Death Metal/Mors Principium Est - Masquerade.mp3,9.338899270793647e-07,0.3544961603550754,0.270570418980313,0.7639677781227391,0.22428548435298337,0.9496699616243061,0.4271651228875573
117,music/Other Metal/Finntroll - Under Bergets Rot.mp3,1.1119145202322626e-06,0.36373068990933066,0.1635537607269056,0.9088796720620652,0.3705068265506656,0.7583839042515055,0.4275093275691655
118,music/Electronic/Caravan Palace - Lone Digger.mp3,4.820353937529514e-07,0.5238251048524223,0.18525996971226652,0.7883910564354066,0.23877366641404657,0.8578756433010875,0.4323543204584372
119,music/Melodic Death Metal/Amon Amarth - The Last Stand Of Frej.mp3,1.1645314682360861e-06,0.4345759598106774,0.32306915699141847,0.8083170336648966,0.18267222665549177,0.8650521567383749,0.4356146163987212
120,music/Hip Hop English/Coolio - Gangsta's Paradise.mp3,3.4736369920743565e-07,0.45275351359939187,0.13023725391216556,0.9348665835931358,0.2677029722696349,0.8297288480428013,0.43588158646347147
121,music/Hip Hop English/Chiddy Bang - Opposite Of Adults.mp3,4.069002467526274e-07,0.680296744170145,0.13124684502776376,0.8610889263983882,0.11881497296800689,0.8339337407123036,0.4375636060294757
122,music/Other Metal/Eluveitie - Neverland.mp3,5.225666503083554e-07,0.2963042223524952,0.16557294295810196,0.8980092039673084,0.31241122949720385,0.9536712703441328,0.4376615652809821
123,music/Hip Hop German/SSIO - Schon wieder Sonntag.mp3,2.606981523012933e-07,0.6466693581553615,0.14891468955073195,0.9627169519804062,0.1368547231451519,0.7444565637693569,0.4399354245498601
124,music/Hip Hop German/Juju & Said - Berliner Schnauze.mp3,2.1929190501577075e-07,0.6399402006851732,0.1393235739525492,0.9314606844039618,0.12793833664273874,0.8057775667333312,0.4407400969516098
125,music/Black Metal/Lifelover - Androider.mp3,1.000629325036056e-06,0.39843138664626093,0.3008581524482585,0.8574795197737862,0.3353643995039588,0.758433784708659,0.44176137395170806
126,music/Hip Hop German/Sido - Spring rauf.mp3,5.235612858362211e-07,0.6077991499186017,0.12014134275618374,0.8906535675448948,0.2557034003040593,0.7810019735337281,0.4425499929364589
127,music/Black Metal/Der Weg Einer Freiheit - Letzte Sonne.mp3,9.168189688186371e-07,0.5149697886259632,0.6325088339222615,0.6012513105188976,0.34330565248321565,0.5642957599281674,0.44272204371624563
128,music/Hip Hop German/Kontra K - Erfolg ist kein Glück.mp3,2.3653169524260087e-07,0.6121969687066676,0.12115093387178193,0.9382343018109299,0.16263896818711582,0.8227874597304914,0.4428348114731136
129,music/New Pop/MGMT - Kids.mp3,2.750579690421662e-07,0.3569972086279139,0.21908127208480566,0.8607454765584979,0.23950972458308004,1.0,0.4460556594853777
130,music/Hip Hop English/Logic - Ballin.mp3,4.4081682740198127e-07,0.6219040254682536,0.21857647652700657,0.8053974485604538,0.14923243325250193,0.8868819953234234,0.44699880332474445
131,music/Hip Hop English/Ice Cube - It Was A Good Day.mp3,2.7428352915222546e-07,0.5678268725873384,0.15648662291771834,0.9467605852243478,0.2931505824048987,0.7549345063623867,0.4531932406300366
132,music/Hip Hop English/Grits - Here We Go.mp3,2.2806185752046914e-07,0.6168381275685199,0.15850580514891469,0.8682177197125903,0.17815269705687614,0.9103390718160901,0.45534227489414136
133,music/Black Metal/Ultha - With Knives To The Throat And Hell In Your Heart.wav,1.2848369353826742e-06,0.5070529405435734,0.7097425542655225,0.497135651502864,0.3015998402614952,0.7298390808662569,0.4575618920461079
134,music/Klassik Orchester/Rachmaninoff - The Isle of the Dead Op 29.mp3,5.329706809830334e-06,0.6624781672671402,1.0,0.5736705389775736,0.16370169520640165,0.4808433357588577,0.4801165111527972
135,music/Old Pop/Michael Jackson - They Don't Care About Us.mp3,1.7158519855510372e-07,0.9249027393857976,0.17062089853609289,0.8852356388963031,0.139357050318333,0.7741245636281384,0.48237351039164394
136,music/Electronic/Marshmello & Anne-Marie - Friends.mp3,5.037497264761318e-07,0.6428162893052037,0.14285714285714285,1.0,0.2779547223355473,0.8546585628944476,0.4863812035236779
137,music/Hip Hop English/Dr Dre - Still DRE [feat Snoop D.ogg].mp3,5.767136016952381e-07,0.7915305587872413,0.1635537607269056,0.9605614971561176,0.24982078698493748,0.7535294306345935,0.4864994351672329
138,music/Hip Hop German/257ers - Auseinanda.mp3,3.648805111087051e-07,0.7556764602666887,0.1534578495709238,0.9051401510201006,0.28000777396403176,0.8634743811283891,0.4929594968051075
139,music/Hip Hop English/Eminem - Not Afraid.mp3,3.203200531475508e-07,1.0,0.13629480060575466,0.9237054328097863,0.3287897282650209,0.5719646263329506,0.49345915138892754
