,id,scaled_rp,key,scale,scaled_levenshtein,scaled_js,bpm,scaled_bh,scaled_rh,scaled_mfcc,scaled_corr,scaled_skl,aggregated
0,music/Songs/Klassik/Rachmaninoff-IdilBiret-Op3_No2PreludeinC-SharpMinormp3,0.0, C#, minor,0.0,0.0, 111.734619141,0.0,0.0,0.0,0.0,2.2605408779798433e-11,2.825676097474804e-12
1,music/Jazz&Klassik/PianoNocturnes/14_VariousArtists_BarberSonateOp26~mvtIIImp3,0.02820882308874076, E, minor,0.10061646851607221,0.053340871622765115, 90.2134399414,0.10423197503731331,0.038003069114158544,0.06617225273626638,0.8383137045894775,1.6749707966226126e-10,0.15361089560903637
2,music/Jazz&Klassik/PianoNocturnes/02_VariousArtists_LisztRêvedamourNo3mp3,0.023614671963669114, G#, major,0.11404667547335975,0.03404463826892275, 119.762367249,0.12685810752962953,0.04678119809062145,0.051625756116316875,0.845236180660898,3.7765984779960695e-11,0.15527590351764795
3,music/Jazz&Klassik/PianoNocturnes/04_VariousArtists_ChopinNocturneinCMinorOp48No1mp3,0.031666662164355146, C, minor,0.10479964773227653,0.03038328583933157, 107.404754639,0.1321847670786531,0.051075686627348904,0.04221226918770935,0.8631769982755239,8.857403059056107e-11,0.15693741462422156
4,music/Jazz&Klassik/TheNewSoundOfClassic/15TheReunionmp3,0.036465630715533486, E, major,0.08696609423161603,0.06436144863399215, 122.375518799,0.12457892264422527,0.0603989868971063,0.0951270866611742,0.7880158473043625,2.734639996017642e-11,0.15698925213941953
5,music/Jazz&Klassik/100MeisterwerkederKlassik/Rachmaninov_PianoConcertoNo2InCMinorOp18-1Moderato(Excerpt)mp3,0.04409479209500396, C, minor,0.07243505063848525,0.06299662171273371, 120.972015381,0.1357501524239212,0.04321839358073555,0.025774940780518223,0.8770675773288812,5.926979267482324e-11,0.1576671910774436
6,music/Jazz&Klassik/LangLang-Liszt/05_LangLang_LiebesträumenotturnoforpianoNo3inAflatmajor(OLiebsolangduliebenkannst)S5413(LWA1033)mp3,0.0189834673638529, G#, major,0.09533245266402465,0.06943007552907507, 113.639373779,0.1003484051256005,0.022438688608805348,0.06987921571472024,0.8861325647352534,2.674474319085483e-10,0.15781810875109745
7,music/Jazz&Klassik/100MeisterwerkederKlassik/Mozart_RequiemInDMinorK626-3Sequentia_Lacrimosamp3,0.04753686141272389, D, minor,0.07287538529282254,0.06882102965924769, 111.442993164,0.13326125548658216,0.09908245332074697,0.07459488018734182,0.7702202574108432,3.688162655657607e-11,0.15829901535089874
8,music/Jazz&Klassik/PianoPerlen/01_Various_ArturRubinsteinLisztLiebestraum-WalzerNr3As-Durmp3,0.04501765339874994, G#, major,0.09797446059004844,0.0482445962548244, 111.175575256,0.10230395118939076,0.08156557726016644,0.03806404630450179,0.8626488309154012,1.6080033379404283e-10,0.15947738950923543
9,music/Jazz&Klassik/Sommernacht/15_VariousArtists_JohnWilliamsNo5Asturias(Leyenda)fromSuiteespañolaOp47mp3,0.04295946835783151, E, minor,0.11889035667107001,0.0480454079686833, 129.061828613,0.10436927613191958,0.03976014188266422,0.09310774691057205,0.8305904254555749,4.193864156678658e-11,0.1597153529275318
