,id,key,scale,bpm,scaled_rp,scaled_rh,scaled_bh,scaled_notes,scaled_chroma,scaled_skl,scaled_js,scaled_mfcc,aggregated
0,music/Soundtrack/TheHobbit3-HowardShore_Ironfoot[ExtendedVersion]mp3, D, major, 138.597213745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,music/Soundtrack/Outlander-DanceoftheDruids(featRayaYarbrough)mp3, A, minor, 136.45451355,0.07595892826796481,0.08544500987386167,0.2030492485051339,0.300187617260788,0.9775008075770094,0.07689613594031304,0.4413275882768891,0.20684699218699631,0.29590154098611954
2,music/Klassik/Mozart_RequiemInDMinorK626-3Sequentia_Lacrimosamp3, D, minor, 111.442993164,0.09398466100183932,0.11085882452546708,0.34287658756470824,0.2870544090056285,0.9828452959549354,0.19771080737667282,0.14059771305778176,0.2233234419933107,0.29740646756004296
3,music/Soundtrack/LordOfTheRings-TheBattleOfThePelennorFieldsmp3, A, minor, 165.502151489,0.0633251092777102,0.06143631169856363,0.44788103425696585,0.274859287054409,0.9720159316461761,0.027067372745178793,0.4339876521168838,0.16622181741348893,0.30584931452617203
4,music/Soundtrack/TheWitcher3-TheFieldsofArdSkelligmp3, D, minor, 178.205566406,0.06774170831951631,0.06331115638777077,0.4507586304962757,0.2950281425891182,0.960865609729861,0.05282382637336252,0.42339539614623123,0.20893327862403424,0.31535721858327126
5,music/Klassik/Pachelbel_CanonAndGigueInDMajor-1Canonmp3, C#, major, 152.013336182,0.07723076345220273,0.08211763848628094,0.40979869257173795,0.29080675422138835,0.9760196114017374,0.03131465418645042,0.47238527385165446,0.32286499847603434,0.3328172983309358
6,music/Soundtrack/Vikings-FlokiAppearstoKillAthelstanmp3, C#, major, 89.8669128418,0.11275087956374014,0.15857224409524034,0.5907945333711145,0.32926829268292684,0.9863361224927936,0.07205990294331723,0.15918901112273035,0.2732346224429474,0.33527570108935134
7,music/Klassik/Bach-Toccaqta&FugueDMinorBWV565Toccatamp3, D, minor, 117.647331238,0.08057215065986147,0.12768300127855095,0.29820250569752627,0.30956848030018763,0.9697437023616672,0.05207868385316727,0.7079487925537197,0.14721545805075895,0.3366265968444299
8,music/WorldMusic/JohnButler-Oceanmp3, E, major, 97.3883056641,0.16759276912953608,0.17086149652469163,0.45642864744355877,0.37335834896810505,0.9729362586171733,0.04439762586855978,0.33490530823533354,0.20640665194198632,0.34086088834111805
9,music/Electronic/DaftPunk-Withinmp3, C#, major, 110.342224121,0.13787216518105144,0.19554102252838562,0.5669311779123768,0.2978424015009381,0.9691970952936279,0.08454171130326664,0.39537993623277085,0.09716160111241187,0.3430583888831037
10,music/WorldMusic/EstasTonne-TheSongoftheGoldenDragonmp3, C, major, 132.522079468,0.12494538565952763,0.11439301441800324,0.4187953338532119,0.325515947467167,0.9672907502585835,0.1051668624761756,0.5682351014394518,0.13227208090964257,0.3445768095602204
11,music/Soundtrack/FleshAndBone-Dakini_MovementIVmp3, D#, major, 124.987091064,0.12030088579258881,0.11080041224939366,0.8033313125400855,0.2964352720450281,0.9711309816853944,0.020090163966077948,0.3346836497722814,0.17361338703957588,0.35379825813630317
12,music/WorldMusic/Wardruna-Wunjomp3, B, minor, 139.853485107,0.2398627299888324,0.24125335868492592,0.4796165396287716,0.30956848030018763,0.9769771851400313,0.022995053108294684,0.24484578317066585,0.42479358037477133,0.3674890887995601
13,music/Jazz/EricBibbCelticRootsEnsemble-StJamesInfirmarymp3, A, minor, 104.842964172,0.2987943319438297,0.29653661037793505,0.6712996817444362,0.2856472795497186,0.9829789779919537,0.018266163392036978,0.3404633910618158,0.09400113247299875,0.37349844606684063
14,music/Jazz/LouTavano-TheCallmp3, E, minor, 184.570266724,0.15964840771272157,0.27180447897054155,0.5200338144922131,0.2893996247654784,0.9556434370274588,0.030202452968411807,0.44018644371770405,0.33708680576403127,0.37550068317732005
15,music/Soundtrack/GameOfThrones-MainTitlesmp3, C, minor, 172.265808105,0.1502623513464588,0.12320101753162642,0.8022229328434524,0.3025328330206379,0.9762353140079336,0.07364736661086067,0.43027738176144176,0.1728956439104935,0.3789093551291131
16,music/Jazz/WhiplashSoundtrack-Caravanmp3, C#, major, 142.548370361,0.16117629824597157,0.18467521634914946,0.21333154630462178,0.44090056285178236,0.9798664192015202,0.12140549535339294,0.7259150582692561,0.234164481973104,0.3826793848185998
17,music/Klassik/JStraussI_Radetzky-MarschOp228mp3, D, major, 106.524047852,0.14395044070489932,0.13431703874110626,0.6274922076335357,0.31191369606003755,0.989897976364235,0.12368137862613354,0.5893711834377957,0.15991769003353357,0.3850677014501596
18,music/WorldMusic/annaRF-Whymp3, G, minor, 112.351074219,0.27723091906683406,0.40311995124707484,0.656719490563791,0.2926829268292683,0.9614259711283334,0.034729646639803935,0.3031142589755582,0.1770929767767885,0.3882645176534315
19,music/Jazz/JukkaPerkoAvara-TearsInHeavenmp3, A, major, 98.4524993896,0.14031398257576577,0.3248481716547002,0.6800217465594639,0.29831144465290804,0.9647239591657624,0.1635686673412993,0.45096202991146034,0.09081821767450514,0.38919602744198317
20,music/Klassik/Liszt-Totentanzmp3, D, minor, 164.038589478,0.0751147508686494,0.09157666489315455,0.3186352697216549,0.699343339587242,0.9602869774031307,0.11217395045060125,0.5239413863903635,0.34963260680554886,0.39133811826504317
21,music/Electronic/Dynatron-PulsePowermp3, D, minor, 116.004959106,0.3336943663836925,0.31885598212428495,0.8292218327294631,0.30863039399624764,0.9793060356506393,0.04748194025731396,0.10601862636728503,0.22993797898818014,0.39414339456213837
