,id,scaled_rp,key,scale,scaled_levenshtein,bpm,scaled_bh,scaled_mfcc,scaled_skl,aggregated
0,music/Electronic&Dance/Kisha_Griffin-Make_It_Happenmp3,0.0, C#, major,0.0, 115.255661011,0.0,0.0,3.111786608526626e-06,6.223573217053252e-07
1,music/Religious/Men_Of_Faith-Holyghost_Partymp3,0.44875249841133136, C, major,0.2017167381974249, 115.258155823,0.06990651720489688,0.05240481710203104,1.4366290564260966e-06,0.1545564015089481
2,music/Electronic&Dance/The_Invisibles-Liebe_Schokolademp3,0.3223464545460447, G#, minor,0.25015328019619865, 114.938323975,0.11826834700054652,0.08785250986245469,1.1150696065343958e-06,0.15572434133497023
3,music/R&B&Soul/Sunny_D_Levine-Love_Rhinomp3,0.40184029498384644, D, major,0.2709993868792152, 114.910926819,0.07731654779259244,0.06448273146484651,2.478868613387425e-06,0.1629282879978228
4,music/Soundtracks&More/Duke_Ellington-Jingle_Bellsmp3,0.4100037255271098, C, major,0.22808093194359289, 114.949211121,0.09266963190011046,0.11417271697018957,6.690472178256134e-06,0.1689867393626362
5,music/Folk/Kunle_Kuti-Ori_mimp3,0.5030206793803434, G#, major,0.21152667075413856, 115.008087158,0.06767684242487394,0.07227965940745809,1.9221507375703076e-06,0.17090115482351032
6,music/Rock&Pop/Brendan_Benson-Tiny_Sparkmp3,0.4892655319857961, G, major,0.1912936848559166, 115.10193634,0.0894093917992283,0.09346703991009207,3.6205307839936186e-06,0.17268785381636342
7,music/Religious/Cross_Connection-I_Know_Who_Holds_Tomorrowmp3,0.4809485091039188, F, major,0.2427958307786634, 114.985351562,0.08885391326585851,0.08208324949073857,1.7588880733262384e-06,0.17893665230545053
8,music/Reggae/Craig_C-Yoump3,0.4552719454464538, C#, minor,0.22808093194359289, 114.982002258,0.16131348093301023,0.05922430564810407,1.716434267551144e-06,0.18077847608108571
9,music/Jazz/Victor_and_Pablo_Escalona-Spanish_Lipsmp3,0.4909047819466655, A, minor,0.19558553034947884, 114.957366943,0.16683619509148986,0.08639303332869686,3.4325044819188586e-06,0.18794459464416258
10,music/Jazz/Garry_Schultz-Funsionmp3,0.47669742300276763, A, minor,0.19619865113427346, 114.900047302,0.21036941186064406,0.058589952056134764,2.369173778471234e-06,0.1883715614455197
11,music/Blues/Smokin_Ray_Burnt-Smokey_Mountain_Moonmp3,0.6102868277190758, G, major,0.18454935622317598, 115.011871338,0.05881903808756589,0.09649026173173429,3.0067017113548184e-05,0.19003511015573307
12,music/Country/JD_Myers-If_Love_Was_Like_A_Trainmp3,0.40817472794275167, G, major,0.21827099938687922, 115.836517334,0.2602676531999012,0.08527832840771091,2.492347209954165e-06,0.19439884025689058
13,music/R&B&Soul/D__Banks__Slick_Salt_Entertainment-I_Apologizemp3,0.5365800869313703, B, major,0.2053954629061925, 114.830116272,0.15323266582450265,0.10058449613940387,2.6199466637948524e-06,0.19915906634962663
14,music/NewAge/Project_OraCool-The_Message_from_Heavensmp3,0.5521119825646774, D, minor,0.2305334150827713, 115.006126404,0.11884246148708365,0.09829275039720935,3.6509572031534186e-06,0.19995685209778896
15,music/Religious/Floodgate-God_of_Memp3,0.451849139955034, E, minor,0.272838749233599, 115.605796814,0.26258507587103924,0.0616071673734869,3.7582832818543055e-06,0.2097767781432882
16,music/Alternative&Punk/Matchbook_Romance-Monstermp3,0.49590074806276196, A#, minor,0.22746781115879827, 114.591293335,0.23149952009964694,0.10968692435500371,3.955913844313081e-06,0.21291179191801102
17,music/World/Suranjan_Choudhury-Banshi_Shuney_Aar_Kaaj_Naaimp3,0.5602257334022899, F, major,0.20478234212139793, 114.633453369,0.2630841611433361,0.06564937574652267,2.5086723801926284e-06,0.21874882421718533
18,music/Electronic&Dance/The_Crystal_Method-Smokedmp3,0.489103329099288, D, minor,0.22562844880441446, 115.89617157,0.2829770270069113,0.09809236023965276,1.8407341923118078e-06,0.21916060117689176
19,music/Country/Eddie_G-I_Dont_Remembermp3,0.3879716776989875, A, major,0.20600858369098712, 115.022628784,0.4225602815587992,0.08287050892027426,3.007316288769002e-06,0.2198828118370674
20,music/R&B&Soul/Yohany-All_That_I_Wantmp3,0.5028085713811715, C, minor,0.23789086450030655, 115.984382629,0.29372180683661764,0.07202812728949222,9.298528697065476e-07,0.2212900599720915
21,music/Religious/Coeur_Gospel-Oh_Freedommp3,0.46941060033280896, A, major,0.17903126916002451, 114.935203552,0.18385158888576486,0.2748251335853488,1.980238121361632e-06,0.2214241144404137
22,music/R&B&Soul/Corey_Franks-I_Want_You_To_Be_Minemp3,0.4688065546195454, G#, major,0.2630288166768853, 115.995651245,0.3227391589719731,0.06367715349733523,3.0922113375064556e-06,0.22365095519541534
23,music/Latin/El_Cuarto_De_Jenny-Desnudosmp3,0.4202104255612274, E, major,0.18393623543838136, 114.903518677,0.14027908926091093,0.3749587258680673,1.616692561096334e-06,0.22387721856422962
24,music/Rock&Pop/The_Iguanas-Zacatecasmp3,0.432679400539967, C, major,0.22562844880441446, 116.771514893,0.40161876338725977,0.06586159256368074,3.4344285311176397e-06,0.2251583279447706
25,music/Jazz/The_Chris_Geith_Group-Restless_Heartmp3,0.48395534849366806, G#, major,0.25015328019619865, 115.941627502,0.27463688033057604,0.11744158141533141,3.4870106615119355e-06,0.22523811548928716
26,music/Folk/The_Stationary_Willberries-The_Mermaidmp3,0.48676838293369573, G, major,0.19803801348865727, 116.746643066,0.3917005299753037,0.05945371857566836,3.302082347072622e-06,0.22719278941113444
27,music/Hip-Hop/Romanowski-Up_To_No_Goodmp3,0.5014251583799836, C, minor,0.17841814837522993, 114.561630249,0.14547265492561937,0.3157713086503508,5.311180552686838e-06,0.22821851630234727
28,music/Latin/Cabala-Robare_tus_besosmp3,0.501735679081003, F#, major,0.21949724095646841, 113.969787598,0.33578730794162276,0.09257992343015807,2.303656368490321e-06,0.22992049101312415
29,music/R&B&Soul/Marc_Levy_featuring_Jazz_Brazilian_Funk-Funk_it_Upmp3,0.5435260491163685, A#, major,0.20600858369098712, 115.979156494,0.3052414956026778,0.09778470240952176,7.181174978890424e-06,0.2305136023989068
30,music/Jazz/Paulo_de_Barcellos-As_the_Deermp3,0.5586407163687327, C, major,0.2017167381974249, 115.897796631,0.27515297777221387,0.13361319714106343,1.117937211284164e-05,0.23382696177030954
31,music/Childrens's/Ninos_De_La_Paz-Dios_Cuidamp3,0.556074277200856, D, major,0.19558553034947884, 115.045875549,0.30066781085833144,0.13318210694788038,3.327757252218654e-06,0.23710261062275978
32,music/World/CHILI_CHARLES-DRUMOLOGYmp3,0.5723412251033446, F, minor,0.23543838136112813, 115.9713974,0.2853734314479381,0.09337845047235913,6.957205984729283e-06,0.23730768911815098
33,music/Latin/Zenrique-A_Bombamp3,0.44971877319438164, D, major,0.19803801348865727, 116.453552246,0.47134970390966463,0.07075184480288473,3.2091583293646664e-06,0.23797230891078355
34,music/Country/NEWGRASS_REVIEW-LITTLE_BLACK_TRAINmp3,0.4645894598959449, G, major,0.2053954629061925, 116.531867981,0.37303653908864887,0.15145080740592098,2.9198171159637917e-06,0.23889503782276464
35,music/Blues/Saffire-The_Uppity_Blues_Women-Sloppy_Drunkmp3,0.5034537313335944, C, minor,0.19619865113427346, 113.7865448,0.4321360526053259,0.08135262281593797,3.4750275773823436e-06,0.2426289065833418
36,music/World/CELTIC_TRIBE-land_of_the_livingmp3,0.5335810466242685, D, major,0.21520539546290618, 114.832649231,0.32726552862033986,0.1414912605622601,1.7115412997320762e-06,0.24350898856221487
37,music/Childrens's/Kids_for_Christmas-Shepherd_Boymp3,0.528898261011944, A#, major,0.18209687308399755, 116.417869568,0.4068767718890914,0.11742110902985786,3.950143999111036e-06,0.247059393031778
38,music/Jazz/Bernadette_Seacrest_and_the_Yes_Men-Tangomp3,0.4284938177167748, A#, minor,0.20907418761496016, 117.51272583,0.5379014490577524,0.06079294801380071,1.2976561040838e-06,0.24725274001187847
39,music/Jazz/Sophie_Milman-Back_Home_To_Memp3,0.5042419796578286, A, major,0.2041692213366033, 116.55128479,0.4438837414235321,0.08928953784482535,2.8138389561436622e-06,0.24831745882034909
40,music/Country/Jimmy_Martin-Brakemans_Bluesmp3,0.5018237230602555, B, major,0.20110361741263028, 116.941360474,0.44891143843716597,0.09565445622639955,4.54265923268539e-06,0.24949955555913678
41,music/Folk/Isabelle-A_Rosemp3,0.45022305376372007, A, major,0.1747394236664623, 116.966316223,0.5714525905512008,0.05249227977849746,1.5827615602012205e-06,0.2497817861042882
42,music/Religious/Arkansans_Quartet-You_Need_To_Go_To_Churchmp3,0.5251052470424796, E, major,0.18332311465358675, 114.080116272,0.4592548373964835,0.08468344179595068,3.137588646231521e-06,0.25047395569542935
43,music/Country/Chesooks-Kentucky_Watermp3,0.43094940171568996, G, major,0.2017167381974249, 116.677238464,0.5191203839350756,0.10626433500352866,1.673918325448288e-06,0.2516105065540089
44,music/Religious/Marty_and_Bob_Abegg-A_New_Songmp3,0.5292645924893662, G, major,0.1747394236664623, 116.815078735,0.44135794279232754,0.11685062980060971,3.4644740958130138e-06,0.2524432106445723
45,music/World/pubside_down-rockin_landladymp3,0.4705254183373834, A, minor,0.21827099938687922, 117.157798767,0.5216484940023319,0.05361339857130832,4.434872913346816e-06,0.2528125490341632
46,music/Jazz/Richie_Loidl-Boogie_Passionmp3,0.5173140987217799, F, major,0.28877988963825874, 115.33417511,0.39845098650703825,0.06568050902705655,5.457696676485919e-06,0.254046188318162
47,music/Latin/Jose_Luis-En_mi_viejo_San_Juanmp3,0.5035262222289544, G, major,0.21152667075413856, 112.674842834,0.4871476758926558,0.06874869295693081,2.93846644309115e-06,0.25419044005982455
48,music/World/kaleta-gbeto-magnonmp3,0.4974104791539988, C, major,0.38136112814224404, 115.016532898,0.24479318980671494,0.15504973489560922,2.154088654470292e-06,0.25572333721744434
49,music/Childrens's/Nino__Friends-All_These_Thingsmp3,0.5531329410890657, C, major,0.2004904966278357, 114.178337097,0.3353489440944057,0.19112982675057444,9.89817475217646e-06,0.2560224213473267
50,music/Country/Virgil_Shaw-Still_Fallingmp3,0.5250323504144965, C, major,0.3157572041692213, 114.268180847,0.37460445550564186,0.06588051348556422,2.6389376502583775e-06,0.25625543250251487
51,music/Folk/Virginia_La_Iacona-Novia_de_Chilemp3,0.49257793312228026, G, major,0.18577559779276517, 117.440841675,0.5091753378649191,0.09672747964791796,2.3599985557528863e-06,0.2568517416852877
52,music/NewAge/Richard__Allen-Spacemp3,0.5632660682741613, C, minor,0.24892703862660945, 114.399894714,0.38306833335382806,0.09194061642231317,4.789986163612159e-06,0.2574413693326151
53,music/Folk/Amanda_Richards-Magnum_45mp3,0.49311643047618225, D, major,0.1894543225015328, 115.818992615,0.2965606663666731,0.3152118110097542,2.9068566158749896e-06,0.2588692274421517
54,music/Alternative&Punk/Cursive-The_Martyrmp3,0.5225334431876951, G, minor,0.21275291232372778, 116.499702454,0.5184361064063114,0.05751581487444135,1.837514853162952e-06,0.2622480228614058
55,music/Latin/Grupo_Zapata-Con_cartitasmp3,0.469048281100217, C, major,0.18454935622317598, 112.763092041,0.5452626794518051,0.11740883599944694,4.76158493712808e-06,0.2632547828719164
56,music/Reggae/Romanowski-Days_and_Dazemp3,0.4393790830226323, A, minor,0.43776824034334766, 115.920425415,0.29521903953914774,0.14826396251358875,2.472972665272051e-06,0.26412655967827636
57,music/Blues/Cleanheadphil_Speat-Lost_My_Keysmp3,0.5238128533931149, F, major,0.2421827099938688, 113.026107788,0.46423940301339145,0.0913772184542555,2.3047289413786174e-06,0.26432289791671437
58,music/Comedy&SpokenWord/Todd_Chappelle-Zombies_of_Dennysmp3,0.4961656914657659, B, minor,0.18454935622317598, 112.681373596,0.46997407585781786,0.17615123452124712,3.176167450464434e-06,0.26536870684709146
59,music/EasyListening&Vocals/Discotheque-Thinking_about_yoump3,0.4654094906090029, B, major,0.4457388105456775, 115.956573486,0.2931068261606853,0.12647811143162752,3.899748894980927e-06,0.26614742769917765
60,music/Alternative&Punk/Circa_Survive-Handshakes_At_Sunrisemp3,0.5768861968679605, G#, minor,0.19619865113427346, 112.549674988,0.4916143873765266,0.06874384354978752,5.150295754144968e-06,0.26668964584486043
61,music/Country/Paul_Gary-Have_You_Ever_Seen_A_Mountain_Crawlmp3,0.525507147746543, C, major,0.19742489270386265, 117.141395569,0.5552049980274205,0.0634690363577085,1.4761520215085299e-06,0.26832151019751127
62,music/Comedy&SpokenWord/chuckie_steel-dreammp3,0.6162146715080487, E, minor,0.19190680564071122, 113.505859375,0.4021638000082657,0.14179192380514422,1.1949725098993268e-05,0.27041783013745374
63,music/Reggae/Amani_aka_Specialist-ohh_imp3,0.6833190605612742, A, minor,0.19803801348865727, 116.527648926,0.41592937249966183,0.056216316772046006,2.1259608891122937e-06,0.27070097785650565
64,music/Childrens's/Kids_For_Kids-God_Blessmp3,0.5278408767142654, A, major,0.17167381974248927, 162.987472534,0.5397820796581886,0.12100889025040172,4.435308823885911e-06,0.27206202033483373
65,music/Latin/Marcio_Tavares-Vem_Meu_Amormp3,0.4898541147779723, D, major,0.20784794604537093, 116.747261047,0.5276715416085764,0.13830224015394402,1.6569891089841378e-06,0.2727354999149946
66,music/Classical/Jeffrey_Gold-When_Youre_A_Millionairemp3,0.6532922767983693, D#, major,0.32495401594114043, 113.992736816,0.3088782397434417,0.07725376868707558,4.5512170228568186e-06,0.27287657047741
67,music/Folk/Gallowglass-The_Road_to_Dundeemp3,0.5900171020808854, D#, major,0.22440220723482526, 112.65914917,0.487555413212187,0.06242319388489673,1.873315909109445e-06,0.2728799579457407
68,music/Alternative&Punk/Hot_Hot_Heat-Touch_You_Touch_Yoump3,0.4903011870474278, A#, minor,0.19619865113427346, 117.842140198,0.5968912387050521,0.08177107594814707,3.157250704286887e-06,0.27303306201712096
69,music/Jazz/MoDaZz-Touchmp3,0.5489786898406716, E, minor,0.20662170447578174, 117.195770264,0.5226956669912232,0.09102278269677447,4.518111683368629e-06,0.2738646724232269
70,music/Rock&Pop/Barenaked_Ladies-Easymp3,0.5449485026121967, E, major,0.26486817903126914, 113.249008179,0.4966663082399829,0.06408939210778966,3.5690697143525155e-06,0.27411519021219055
71,music/Rock&Pop/Texas_Boogie-Adeliemp3,0.45116088218173794, F#, minor,0.2857142857142857, 113.293586731,0.5249948062031917,0.11384066909233521,2.7918442955571177e-06,0.27514268700716926
72,music/Folk/Forty_Second_Songs-Madison_Metromp3,0.5643042478943379, C#, major,0.20478234212139793, 116.531555176,0.46451053446226337,0.14622121367651036,4.3878778776141e-06,0.27596454520647745
73,music/Blues/Dingo_Love_Machine-Lonesome_Train_ACallinmp3,0.49224892904620016, G, major,0.25137952176578787, 112.939300537,0.567000256199572,0.07177228747653043,2.985516612238858e-06,0.27648079600094055
74,music/R&B&Soul/Jimmy__Young-Heart_Breakermp3,0.45135590432932937, A#, major,0.22256284488044145, 116.581367493,0.5139073559788113,0.20642526424805221,1.3810644359149388e-06,0.27885055010021403
75,music/Folk/Krystle_Warren-Sparkle_And_Fademp3,0.5567761044763309, E, major,0.17228694052728388, 117.542320251,0.5664101003468356,0.09943227873563656,5.422615171930882e-06,0.2789821693402518
76,music/Country/Phil_Rose-Walkin_Theremp3,0.598830561368051, A, major,0.18270999386879216, 116.873008728,0.5329957958676516,0.0824099842558515,5.84833269457105e-06,0.2793904367386082
77,music/Folk/Gallowglass-CopshawholmeFairmp3,0.5751638618821233, E, minor,0.1912936848559166, 114.143798828,0.5447773241096556,0.0869565786424586,2.5991522460373468e-06,0.27963880972848
78,music/Latin/Nancy_Galvao-Um_Diamp3,0.5248682991904823, A, major,0.17841814837522993, 112.096855164,0.5141451102910958,0.18408999570513274,2.408943255777978e-06,0.2803047925010393
79,music/Folk/The_Peg_Twisters-The_Girl_I_left_Behind_Memp3,0.596737927741364, G, major,0.18025751072961374, 116.897903442,0.5384178238717164,0.09022587645731835,5.40830798610556e-06,0.28112890942159974
80,music/R&B&Soul/Bumpus-You_Saw_the_Devilmp3,0.43387279542925067, D, major,0.3096259963212753, 116.788719177,0.5290584032396348,0.13556155805358336,2.023689770757791e-06,0.28162415534670304
81,music/Folk/The_Peg_Twisters-Louies__First_Tunemp3,0.6019126867001207, G, major,0.17841814837522993, 117.102905273,0.5545075453131613,0.07359559955695054,6.273905535189503e-06,0.28168805077019954
82,music/Folk/Steve_Garvey-Confidencemp3,0.5763916538815809, C, major,0.26057633353770693, 116.856109619,0.5056583029972761,0.06634924617244398,3.825787639721222e-06,0.2817958724753295
83,music/Blues/Mick_Clarke-Talking_with_the_Bluesmp3,0.5170525364239701, A, minor,0.25260576333537704, 113.035064697,0.5528979537041548,0.08656875608191063,3.723744766445006e-06,0.2818257466580358
84,music/Childrens's/Angel_Fix-Thats_Lifemp3,0.593754305273947, D, major,0.19926425505824646, 116.589393616,0.5097257832462861,0.10708635935183422,2.9532980411342773e-06,0.281966731245671
85,music/EasyListening&Vocals/Frank_Bellucci-Bella_Vitamp3,0.5406792487058031, E, major,0.21888412017167383, 117.094802856,0.5388180721384399,0.11503075434205255,4.835950487080001e-06,0.2826834062616913
86,music/Latin/Mauricio_Sanaiote-Menormp3,0.6005280565010629, F#, major,0.17841814837522993, 112.38218689,0.5551679225931502,0.08160602275738799,7.3868358381057876e-06,0.2831455074125338
87,music/Soundtracks&More/One_Christmas_Eve-Coventry_Carolmp3,0.5677019881259192, C, minor,0.1894543225015328, 111.940437317,0.5558317670272168,0.10479306214604962,5.44181339534284e-06,0.28355731632282277
88,music/Comedy&SpokenWord/chuckie_steel-intromp3,0.5377294372903264, A, minor,0.2023298589822195, 122.716423035,0.6067342117591628,0.0726775231443698,6.0903421476977e-06,0.2838954243036452
89,music/Latin/Salomon_Flores-La_Malaguenamp3,0.5308417653588732, G, minor,0.19497240956468423, 122.826881409,0.6217798575360258,0.07310607379100596,6.119827637274024e-06,0.28414124521564527
90,music/Folk/The_Good_Folk-Rio_Grandemp3,0.5379393363007716, F, major,0.23911710606989578, 112.22996521,0.556867244149686,0.09043813227775102,3.475449756194719e-06,0.28487305884957215
91,music/Jazz/Chasm-Neo_Riomp3,0.5093598008051178, D#, major,0.3402820355610055, 116.957077026,0.5100065302691335,0.06741800956963544,4.159808131819399e-06,0.2854141072026048
92,music/Blues/Grady_Musick-Peachesmp3,0.5629329167090432, G, minor,0.2017167381974249, 109.032302856,0.5498601719874846,0.11363522584386791,7.080614649665263e-06,0.28563042667049404
93,music/EasyListening&Vocals/Pete_Astor-Dawn_Creeps_Upmp3,0.6244418020731675, G, minor,0.21520539546290618, 116.543067932,0.4294453098974675,0.1609852878954776,8.914865567908624e-06,0.2860173420389174
94,music/Reggae/raggademente-Vem_Requebra_Meu_Bemmp3,0.552560136787795, D, minor,0.19803801348865727, 117.041557312,0.5791173587275711,0.10130019756112003,3.052433836713236e-06,0.286203751799796
95,music/Folk/Beverley_Conrad-Civil_War_Medleymp3,0.560697961094389, G, major,0.37155119558553035, 114.465950012,0.39536004176117745,0.10468183347425361,4.5832428641337195e-06,0.2864591230316429
96,music/Childrens's/Kids_Zong_of_the_Week-Counting_to_a_Millionmp3,0.5396339462240178, C, major,0.17780502759043532, 117.415458679,0.5870729980166954,0.12819377880781863,6.061045951116198e-06,0.28654236233698366
97,music/Soundtracks&More/One_Christmas_Eve-Keris_Lamentmp3,0.5222474016882805, C, minor,0.1894543225015328, 107.964691162,0.6147873011922295,0.10666541001005002,6.713123736031687e-06,0.28663222970316576
98,music/Electronic&Dance/Spaceheads-The_Lugano_Affairmp3,0.5270510054595382, A#, minor,0.25812385039852853, 116.800216675,0.5600322473066454,0.08796831491847172,3.489333020743625e-06,0.28663578148324087
99,music/Blues/Greg_Bowles-Insomniamp3,0.6153451414149501, F#, minor,0.2286940527283875, 113.853225708,0.5232977960827077,0.06679790084029348,3.9926517829943656e-06,0.28682777674362436
100,music/World/Prydein-Farewell_to_Eirannmp3,0.5491578433345523, D#, major,0.2305334150827713, 112.101333618,0.5839284741831546,0.0706819812706622,3.7878333328152427e-06,0.2868611003408946
101,music/Jazz/Concentric-Best_Way_to_End_a_Careermp3,0.4445825588348369, A, minor,0.24647455548743102, 112.078536987,0.5990433243554075,0.14481435689389985,4.474494233922319e-06,0.28698385401316184
102,music/Electronic&Dance/Pieter_K-It_Could_Have_Been_Yoump3,0.5650116652637334, D#, major,0.30656039239730226, 86.5237503052,0.4595199128828998,0.10574970846352337,5.795007365253104e-06,0.2873694948029648
103,music/Blues/Mick_Clarke-Blue_Eyed_Bluesmp3,0.6060710854375528, A, major,0.21336603310852237, 112.381202698,0.5017358884748747,0.11684120834294258,5.2344471531022365e-06,0.2876038899622091
104,music/Comedy&SpokenWord/Bard_Marc_Gunn-Middle_Earth_Bragging_Songmp3,0.5536713933615651, D, major,0.18025751072961374, 99.88671875,0.6435829403814998,0.06448743785998289,6.796953167783468e-06,0.2884012158571658
105,music/Childrens's/Mothers_Little_Helpers-Garbage_Truckmp3,0.4535781019070515, D, minor,0.1894543225015328, 117.135742188,0.6148408340511883,0.18598075311474951,9.929295724862572e-07,0.2887710009008189
106,music/Rock&Pop/Dead_To_Fall-Eternal_Gates_of_Hellmp3,0.5328670473700953, B, minor,0.19681177191906807, 107.751060486,0.6189400734315497,0.09765931988273917,4.64903566795662e-06,0.28925657232782404
107,music/Rock&Pop/MONOLITH-Root_Of_All_Hatredmp3,0.540887209215937, F#, minor,0.20723482526057632, 110.689544678,0.6362498170498365,0.06614196977006997,6.1755148271477125e-06,0.29010399936224945
108,music/Latin/Virginia_La_Iacona-El_jardin_de_mis_sueosmp3,0.5188659809244356, E, major,0.1894543225015328, 112.165092468,0.6087926842494217,0.13415983236843276,3.433717321165595e-06,0.2902552507522288
109,music/Folk/Steve_Massey-Lewis_And_Clark_Pilgrimagemp3,0.5617604846719625, C, minor,0.21213979153893317, 111.904907227,0.5425136423267212,0.13850471915354087,5.159345929028363e-06,0.29098475940741736
