,id,scaled_rp,scaled_js,scaled_mfcc,scaled_skl,aggregated
0,music/EasyListening&Vocals/Rick_DeAguiar-Motionmp3,0.0,0.0,0.0,0.0,0.0
1,music/Alternative&Punk/The_Malcontents-Parking_Lotmp3,0.1882119709102071,0.007915539443291705,0.03655995911398684,1.5809756625599865e-05,0.05817581980602781
2,music/World/Andrei_Krylov-Flight_over_the_Mountainmp3,0.15086316972784397,0.07384604333659137,0.016419831650969843,2.0893735980713676e-06,0.06028278352225081
3,music/Classical/Andrei_Krylov-Portret_of_Soulmp3,0.12206763022670322,0.08746704376242803,0.03354199024630609,3.892186668535678e-06,0.06077013910552647
4,music/Classical/Andrei_Krylov-Kings_Bosa-Novamp3,0.13908787812155968,0.07857721819339177,0.027113016426212062,4.124654710571539e-06,0.06119555934896852
5,music/Classical/Andrei_Krylov-Sunrise_meditationmp3,0.14352167530466658,0.05281343685655394,0.04991230688921677,7.12764889361962e-06,0.06156363667483273
6,music/EasyListening&Vocals/k-ryu-time_passed_me_by-long_ver-mp3,0.13357531477540707,0.07553904272019712,0.040190388735430925,3.901464706418213e-06,0.062327161923935386
7,music/Classical/Andrei_Krylov-Love_songmp3,0.12777403206193386,0.08730752397338198,0.03753830322418784,4.375504063495172e-06,0.06315605869089179
8,music/Blues/Soulman-Beautiful_Lightmp3,0.129512555598516,0.08301106302565613,0.050140576216335705,3.360998851287989e-06,0.06566688895983978
9,music/Classical/Andrei_Krylov-Moon_Gypsymp3,0.13380004235374676,0.1095224505544202,0.02154784672970794,6.094689834704226e-06,0.0662191085819274
10,music/Classical/Andrei_Krylov-In_the_Oceanmp3,0.1379748563366813,0.07496036398134812,0.05591069252078951,3.781798228395445e-06,0.06721242365926183
11,music/Soundtracks&More/Sleepwalker_Project-A_Tear_for_Kurskmp3,0.12257091301101197,0.11654331745589384,0.030518313568502056,2.2590157882878925e-06,0.06740870076279903
12,music/Soundtracks&More/Beoulve-Enchanted_Forestmp3,0.15051300422356875,0.08060957541474179,0.038695502494690934,1.2483585093753692e-05,0.0674576414295238
13,music/Blues/Dorian_Grey-Nigels_Bluesmp3,0.13875339235802642,0.10792246031614314,0.026603680038813266,7.700712462322473e-06,0.06832180835636129
14,music/Classical/Andrei_Krylov-Sunset_Meditationmp3,0.1480358265473875,0.0940156659225843,0.03195828343095131,4.5540588936968295e-06,0.0685035824899542
15,music/Soundtracks&More/Patrick_Kirst-Roseys_Arrivalmp3,0.13060224223981962,0.13940713237375024,0.018445057649704638,1.3533639378100507e-05,0.07211699147566314
16,music/NewAge/Laura_Sullivan-The_Serpent_Moundmp3,0.12874551190479705,0.12784176775320585,0.033567825185162534,6.823581342165605e-06,0.0725404821061269
17,music/NewAge/Rudy_Gabrielson-Shes_Gonemp3,0.14165300069654943,0.12602533748053815,0.026510097407862355,8.070947864902774e-06,0.0735491266332037
