,id,scaled_rp,scaled_js,scaled_mfcc,scaled_skl,aggregated
0,music/Comedy&SpokenWord/Anarchy_Steering_Committee-Show_Me_the_Green_Peoplemp3,0.0,0.0,0.0,5.273850882876584e-07,1.318462720719146e-07
1,music/Comedy&SpokenWord/Anarchy_Steering_Committee-Berlinmp3,0.13327916689278047,0.06212139658202328,0.034410184085961915,6.599477700319531e-07,0.05745285187713393
2,music/Comedy&SpokenWord/Anarchy_Steering_Committee-In_Heaven_We_Are_All_Nudemp3,0.1547460216698799,0.05442655300129042,0.04158715268508138,7.812487663043335e-07,0.0626901271512545
3,music/Rock&Pop/Southern_Rock_Allstars-Better_Off_Alonemp3,0.2085783621605409,0.005071108056309082,0.05091412531148099,1.5531652318342887e-06,0.0661412871733907
4,music/Alternative&Punk/The_Malcontents-Parking_Lotmp3,0.18957655736623513,0.023085185943838973,0.06230106993308636,9.498069154800311e-06,0.06874307782807881
5,music/Alternative&Punk/Armor_For_Sleep-The_Truth_About_Heavenmp3,0.21379576204791187,0.0015924163171324838,0.06388788796131988,4.813506296795967e-06,0.06982021995816524
6,music/Comedy&SpokenWord/Anarchy_Steering_Committee-Naked_Angelmp3,0.1792056719739231,0.06730490939470606,0.044802893923720784,1.0538853355737414e-06,0.07282863229442138
7,music/Rock&Pop/Adrienne_Gray-Im_Still_Heremp3,0.20480274238397275,0.012075675805712883,0.07825561748589312,3.858119336388797e-06,0.0737844734487288
8,music/Rock&Pop/Atreyu-Right_Side_of_the_Bedmp3,0.21544736087014874,0.029295297699902117,0.05949193913918534,5.842094053423606e-06,0.07606010995082241
9,music/Alternative&Punk/jojo-taijimp3,0.2214169479414004,9.891923076935701e-05,0.08607125588324839,6.555752021876062e-06,0.07689841970186001
10,music/NewAge/Kush-Sweet_6mp3,0.20828052154461016,0.022813392374373093,0.08841688535979822,2.7376727974982694e-05,0.07988454400168911
11,music/Alternative&Punk/Bright_Eyes-Gold_Mine_Guttedmp3,0.21259058904079764,0.052692700823173975,0.06718656520875749,4.449151526750154e-06,0.08311857605606396
12,music/Alternative&Punk/Arizona_Amp_and_Alternator-Bottom_of_the_Barrelmp3,0.18963320090376196,0.0007494755632358319,0.14898595175774315,3.1603248885253503e-06,0.08484294713740737
13,music/Blues/Mars_Blues_Band-The_Blue_Rhumbamp3,0.24954396773337137,0.011914284094658662,0.08315888645957498,8.938615123744086e-06,0.08615651922568218
14,music/Rock&Pop/Dead_To_Fall-Eternal_Gates_of_Hellmp3,0.1871361734201307,0.10778713207845042,0.05755595956408112,6.338845550243116e-06,0.08812140097705312
15,music/Blues/Thor_And_The_Thundercats-Shut_Upmp3,0.23342241269218184,0.06846199018343499,0.050771318337751524,4.178696359378132e-06,0.08816497497743192
16,music/Childrens's/Mike_Burn_-_UK-Peace_Child_-_Christmas_songmp3,0.1768935432947537,0.08237568420608123,0.09478670802522951,5.104985384727392e-06,0.08851526012786229
17,music/Comedy&SpokenWord/Anarchy_Steering_Committee-Sex_or_Poopmp3,0.14800805049069674,0.09328447872124969,0.11371322289045241,9.662373460396696e-07,0.08875167958493621
18,music/Latin/Maria_Isabel-Mr_Recordarasmp3,0.1761401781527602,0.12874395873506875,0.051192298922208654,3.4321235412969014e-06,0.08901996698339472
