,id,scaled_rp,key,scale,scaled_levenshtein,scaled_mfcc,aggregated
3413,music/World/Tane-Candle_DanceIn_That_Silencemp3,0.16999152489272035, D, minor,0.13870541611624834,0.1605080692224369,0.1564016700771352
3414,music/Songs/RockPop/RockPopIndie/annaRFfeatNaadistan-TumHiHomp3,0.2848250446766568, A#, major,0.08652575957727873,0.09791529939185233,0.15642203454859596
3415,music/Metal&Rock/Metalcore/Trivium/Trivium-SilenceInTheSnow/02_Trivium_SilenceInTheSnowmp3,0.2302093594622896, C, minor,0.08080140907089388,0.15826697560224867,0.15642591471181072
3416,music/World/Gallowglass-Hanter_DroiouAnDromp3,0.2695280953792513, E, minor,0.07397622192866579,0.12591639150937273,0.15647356960576328
3417,music/Metal&Rock/Metalcore/Caliban-Gravity/07-TheOcean'sHeartmp3,0.2745521808790695, G, minor,0.08784676354029063,0.10704492621952835,0.15648129021296284
3418,music/Metal&Rock/AlternativeMetal/SerjTankian-ImperfectHarmonies/05-SerjTankian-ReconstructiveDemonstrationmp3,0.2766565777552384, F, minor,0.09202994275649494,0.1008427642475157,0.15650976158641636
3419,music/Metal&Rock/TechnicalDeathMetal/Cytotoxin/Cytotoxin-Gammageddon/05DeadzoneOutpostmp3,0.21446300809711077, D, minor,0.07926023778071334,0.17581199677722759,0.1565117475516839
3420,music/Songs/RockPop/Folky&Instrumental/Dzivia-Voryvamp3,0.17648238112629253, G, minor,0.1919859092910612,0.10108279292977469,0.15651702778237614
3421,music/Metal&Rock/AlternativeMetal/DiabloBlvd-ZeroHour/09-Demonizemp3,0.21318531797531182, F, minor,0.142668428005284,0.11372098903242905,0.1565249116710083
3422,music/Metal&Rock/RockPunkSkaetc/TheOffspring-RiseAndFallRageAndGrace/10FixYoump3,0.26477004707463186, A, major,0.08344341699691765,0.12136765105836808,0.1565270383766392
3423,music/Jazz&Klassik/Orgelsax-IchöffnedieTürweitamAbend/05ChoralbearbeitungKommstDununJesuvomHimmelherunteraufErden''mp3,0.22114375206433728, G, major,0.0781594011448701,0.17032034523966774,0.15654116614962507
3424,music/Alternative&Punk/Alexisonfire-Accidentsmp3,0.24800199494129063, C#, major,0.08718626155878467,0.13447842797399692,0.1565555614913574
3425,music/Metal&Rock/MelodicDeathMetal/ArchEnemy/ArchEnemy-WarEternal/10-ArchEnemy-OnAndOnmp3,0.27782901261870535, G, major,0.09885512989872303,0.09305602778412064,0.156580056767183
3426,music/Metal&Rock/BlackMetal/ZealAndArdor-StrangerFruit/03-Servantsmp3,0.2771858848712384, A, minor,0.08432408630559225,0.10824259187350999,0.15658418768344687
3427,music/Metal&Rock/Compilations/TheCirclePitCompilationII-PartFour/06Xenosis-Delirium(DeathofaGod)mp3,0.23108465823732924, E, major,0.1325407309555262,0.10626530907782764,0.15663023275689436
3428,music/Metal&Rock/AlternativeMetal/SerjTankian-ImperfectHarmonies/04-SerjTankian-Beatusmp3,0.25097006145128126, E, minor,0.08674592690444738,0.13218896939664596,0.1566349859174582
3429,music/Modern&Soundtrack/Orchestral&Instrumental/Havasi-SymphonicII/08-VoicesofChangemp3,0.16439675493591158, D, major,0.09885512989872303,0.20667642419759183,0.15664276967740878
3430,music/Jazz/Blue_Train-Electric_Oppositionmp3,0.25202183985664467, A#, major,0.12967855570233378,0.08833169657085313,0.15667736404327717
3431,music/Metal&Rock/SymphonicMetal/Delain-ADecadeOfDelain/10HereCometheVulturesmp3,0.20182825912941943, C, major,0.14090708938793484,0.1273233681468695,0.1566862388880746
3432,music/Metal&Rock/MelodicDeathMetal/ParasiteInc/ParasiteInc-TimeTearsDown/12-TheEndofIllusionmp3,0.1955020227787533, C, minor,0.14905328049317482,0.12550618742526695,0.15668716356573167
3433,music/NewAge/Longing_for_Orpheus-A_Moment_of_Claritymp3,0.2606122996518044, C, major,0.09489211800968736,0.11472862476635506,0.15674434747594893
3434,music/Metal&Rock/Oldschool&Others/Motörhead-You'llGetYours/16_Motörhead_KilledByDeathmp3,0.24926456388513202, A, major,0.09180977542932629,0.12921060772700196,0.1567616490138201
3435,music/Metal&Rock/BlackMetal/CradleOfFilth-HammerOfTheWitches/08RightWingoftheGardenTriptychwav,0.22657176079495622, G#, minor,0.11580801409070894,0.12792190342658472,0.1567672261040833
3436,music/Classical/Andrei_Krylov-Margaritamp3,0.18689736423043515, D#, minor,0.09092910612065169,0.19247636457560974,0.1567676116422322
3437,music/Alternative&Punk/Cursive-The_Reclusemp3,0.3162490267594775, A#, major,0.08498458828709819,0.0691761277323063,0.1568032475929607
3438,music/Metal&Rock/Oldschool&Others/Saxon-Crusader/Saxon-RunForYourLivesmp3,0.27935595509873273, G#, minor,0.09731395860854249,0.09374550433116306,0.1568051393461461
3439,music/Metal&Rock/BlackMetal/Behemoth-Evangelion/05-HeWhoBreedsPestilencemp3,0.2186301280147725, C#, minor,0.11690885072655217,0.13491098597342666,0.1568166549049171
3440,music/Songs/RockPop/RockPopIndie/JoséGonzales-Crossesmp3,0.3068017825727469, G, major,0.08608542492294144,0.07764655750569603,0.15684458833379478
3441,music/Metal&Rock/BlackMetal/ZealAndArdor-StrangerFruit/08-ShiponFiremp3,0.28808924249091855, F, minor,0.07243505063848525,0.11002385052402079,0.1568493812178082
3442,music/Metal&Rock/Compilations/TheCirclePitCompilationII-PartThree/21Oculus-NamesWithoutFacesmp3,0.25641758934952513, E, minor,0.08586525759577279,0.1283152825647424,0.15686604317001343
3443,music/Modern&Soundtrack/Pop/TheDome50/CD2/SunriseAvenue-TheWholeStorymp3,0.28279877388660196, A, minor,0.08168207837956847,0.10617402157367063,0.1568849579466137
3444,music/Metal&Rock/Compilations/TheCirclePitCompilationII-PartFour/12Unflesh-FinalWrithemp3,0.23151556239350524, F, minor,0.10259797446059005,0.13659832788385418,0.15690395491264983
3445,music/Metal&Rock/PostRock/IfTheseTreesCouldTalk-TheBonesOfADyingWorld/08Berlinmp3,0.26858565725633043, G#, minor,0.08344341699691765,0.11874747138915237,0.15692551521413348
3446,music/Songs/RockPop/Folky&Instrumental/MetroLastLight-VesselofSinmp3,0.27760206317437075, A, minor,0.07573756054601496,0.11751043211568188,0.15695001861202254
3447,music/Metal&Rock/Compilations/PigSquealsAndBreakdowns/PigSquealsAndBreakdowns-April/PigSquealsAndBreakdowns-April-25SevenPranks-PathsUnknownmp3,0.22699854698327887, C, minor,0.08586525759577279,0.1579882224945567,0.1569506756912028
3448,music/Jazz/Phil_Rose-Up_in_the_Music_Roommp3,0.2203851894420048, E, major,0.08234258036107442,0.16812455454467867,0.15695077478258598
3449,music/Folk/Adrian_Madrid-Yo_Quiero_Sermp3,0.3043200315943671, C, major,0.08256274768824307,0.08404111354611779,0.1569746309429093
3450,music/Blues/Jay_P_Lindsey-Lovin_Manmp3,0.20804864723438268, A#, major,0.08256274768824307,0.18046827622358796,0.1570265570487379
3451,music/Metal&Rock/AlternativeMetal/SerjTankian-ElectTheDead/SerjTankian-FeedUsmp3,0.2811925028738474, C, major,0.08432408630559225,0.10562616670991742,0.15704758529645235
3452,music/Metal&Rock/Compilations/PigSquealsAndBreakdowns/PigSquealsAndBreakdowns-KABF/PigSquealsAndBreakdowns-SponsoredBandSampler-BenefitTo-KeepABreastFoundation-14Condemned-FourFacesofHatemp3,0.21627082892848037, F, minor,0.09885512989872303,0.15602196517792333,0.1570493080017089
3453,music/Metal&Rock/RockPunkSkaetc/LacrimasProfundere-Antiadore/11RemembranceSongmp3,0.25131000793351216, C#, minor,0.07353588727432848,0.1463173904545622,0.1570544285541343
3454,music/Metal&Rock/Metalcore/HeavenShallBurn/HeavenShallBurn-TooGoodtoStealFrom/20-HeavenShallBurn-TrueBelief(TooGoodToStealFromEdition)mp3,0.26053094507889335, D, minor,0.08850726552179657,0.12220647469796463,0.15708156176621818
3455,music/Metal&Rock/Atmospheric&Nichtmetallisches/Wardruna-Yggdrasil/06Iwarmp3,0.24475520789511293, D, minor,0.10656098634962571,0.11999203049377008,0.1571027415795029
3456,music/Modern&Soundtrack/Soundtrack/Leinwandträume/TheMissing(TheLongRideHome)mp3,0.03286731540253729, G, major,0.37406428885953324,0.06444635410887037,0.15712598612364695
3457,music/Jazz/Phil_Rose-Emilymp3,0.24156178971231482, A, major,0.08058124174372523,0.14924022439262702,0.1571277519495557
3458,music/EasyListening&Vocals/Piano_Stories-Sherif_Francis-After_Eightmp3,0.23735554910004614, C, major,0.11030383091149273,0.12373845365092022,0.1571326112208197
3459,music/Blues/Jimmy_D_Lane_and_Double_Trouble-Its_Timemp3,0.2425156428421252, A, minor,0.08718626155878467,0.1417248618644888,0.15714225542179955
3460,music/Latin/Grupo_Yankees-Todo_por_tu_amormp3,0.23524102202295796, C, minor,0.08124174372523117,0.15496018665973732,0.15714765080264215
3461,music/Metal&Rock/RockPunkSkaetc/StoneSour-AudioSecrecy/08_StoneSour_Hesitatemp3,0.2650010650712056, D#, major,0.09026860413914575,0.11619871388598386,0.15715612769877838
3462,music/Religious/Stickleback-Running_on_Emptymp3,0.1781802357441059, C, major,0.08234258036107442,0.211015745466072,0.15717952052375078
3463,music/Metal&Rock/SymphonicMetal/BeyondTheBlack-LostInForever/04-BeyondTheBlack-AgainstTheWorldmp3,0.2953928373319021, C#, major,0.08432408630559225,0.09184060667271081,0.15718584343673506
3464,music/Blues/Paul_Cummins_and_the_Lion_Dogs-Dog_My_Fleasmp3,0.2369633044260775, F, major,0.09026860413914575,0.14435044066426922,0.1571941164098308
3465,music/Metal&Rock/Compilations/PigSquealsAndBreakdowns/PigSquealsAndBreakdowns-September/PigSquealsAndBreakdowns-September-02OriginsofOrion-Filthmp3,0.23110673054502326, B, minor,0.08234258036107442,0.15815324762356023,0.1572008528432193
3466,music/Metal&Rock/MelodicDeathMetal/InFlames/InFlames-Clayman/08-BrushTheDustAwaymp3,0.2841290422219527, C, minor,0.08828709819462792,0.09924173268681684,0.15721929103446583
3467,music/Metal&Rock/MelodicDeathMetal/OrbitCulture/OrbitCulture-Odyssey/24BitWav/1OrbitCulture-ThePlanckDistancewav,0.26510068694951416, C, minor,0.07529722589167767,0.13134208493085564,0.15724666592401582
3468,music/Metal&Rock/Compilations/PigSquealsAndBreakdowns/PigSquealsAndBreakdowns-May/PigSquealsAndBreakdowns-May-06Vibrations-Inspiritmp3,0.2567058141555178, E, minor,0.08608542492294144,0.12902530610365326,0.1572721817273708
3469,music/Alternative&Punk/The_Unicorns-Jellybonesmp3,0.27855252309867, A#, major,0.07926023778071334,0.11411555835968917,0.1573094397463575
3470,music/Metal&Rock/ProgressiveMetal/AnimalsAsLeaders-Weightless/05-IsolatedIncidentsmp3,0.2386961947143873, F#, major,0.11756935270805813,0.11569422518516313,0.15731992420253618
3471,music/Metal&Rock/Oldschool&Others/JudasPriest-SingleCuts/19-NightCrawler(Edit)mp3,0.27499667432916164, E, major,0.08102157639806253,0.11596584797814137,0.1573280329017885
3472,music/Metal&Rock/MelodicDeathMetal/AtTheGates/AtTheGates-SlaughteroftheSoul/02-SlaughteroftheSoulmp3,0.24185413248616083, B, major,0.08828709819462792,0.14185777352752835,0.15733300140277237
3473,music/Metal&Rock/Metalcore/Trivium/Trivium-SilenceInTheSnow/05_Trivium_TheGhostThatsHauntingYoump3,0.25759629999600064, F#, minor,0.08718626155878467,0.12722767694303347,0.1573367461659396
3474,music/Metal&Rock/MelodicDeathMetal/DarkTranquillity/DarkTranquillity-Construct/09WeightOfTheEndmp3,0.24419689381355383, F#, minor,0.08762659621312198,0.14019580428478465,0.15733976477048683
3475,music/Songs/Metal/Core/Ambleside-DearMothermp3,0.31439185620135324, B, major,0.08498458828709819,0.07266042255954537,0.15734562234933228
3476,music/Metal&Rock/FolkMetal/Equilibrium-Armageddon/10_Equilibrium_Koyaaniskatsimp3,0.2846562738821546, C, major,0.0785997357992074,0.10879797738831136,0.15735132902322443
3477,music/Lady/styx+Return_To_Paradise_Disc_1_+05-Ladymp3,0.2553242359407142, G, major,0.08124174372523117,0.13556753756193526,0.15737783907596023
3478,music/Comedy&SpokenWord/Anarchy_Steering_Committee-Berlinmp3,0.2261989858729983, A, major,0.08234258036107442,0.16360766788201564,0.1573830780386961
3479,music/Blues/Michael_Fix-Will_I_or_wont_Imp3,0.30579222157381614, D, minor,0.07045354469396742,0.0959100255124608,0.15738526392674812
3480,music/Metal&Rock/AlternativeMetal/Rammstein-Videos95-11/Rosenrotwav,0.26628621695075483, G#, major,0.08168207837956847,0.12421820805821211,0.1573955011295118
3481,music/Hip-Hop/L__of__Khemistry-Got_that_BOMBmp3,0.3212571016002818, D#, minor,0.07551739321884632,0.07541256174051869,0.15739568551988228
3482,music/Metal&Rock/MelodicDeathMetal/BloodredHourglass/BloodredHourglass-WhereTheOceansBurn/04-ThereWillBeBloodmp3,0.22044758489091898, C, minor,0.14200792602377807,0.10976953957253255,0.15740835016240987
3483,music/Walk_This_Way/run_dmc+Raising_Hell+04-Walk_This_Waymp3,0.22300929033313965, C, major,0.09907529722589167,0.15016998929955078,0.15741819228619405
3484,music/Jazz&Klassik/PianoPerlen/04_Various_SchubertVariationenübereinfranzösischesLiedmp3,0.06260857434042179, E, major,0.2906208718626156,0.1190266356530797,0.15741869395203903
3485,music/Metal&Rock/AlternativeMetal/AvengedSevenfold-TheStage/AvengedSevenfold-Highermp3,0.19659054992924013, G, minor,0.1316600616468516,0.1440099059222598,0.1574201724994505
3486,music/Country/Tres_Chicas-Sweetwatermp3,0.296093649573059, C, major,0.08014090708938794,0.09611117829067378,0.1574485783177069
3487,music/Metal&Rock/MelodicDeathMetal/MorsPrincipiumEst/MorsPrincipiumEst-EmbersofaDyingWorld/07-InTormentmp3,0.27067977568473733, E, major,0.08234258036107442,0.11937148753556069,0.15746461452712415
3488,music/Claudette/everly_brothers+The_Fabulous_Style_of+01-Claudettemp3,0.31089883114941574, E, major,0.07353588727432848,0.08797352539032577,0.15746941460469
3489,music/Reggae/Ras_Timba-MENTAL_WARmp3,0.2852214896778359, F#, major,0.0772787318361955,0.10994133795951903,0.1574805198245168
3490,music/Metal&Rock/DeathMetal/Gojira/Gojira-L'EnfantSauvage/01-Gojira-Explosiamp3,0.22081087201494276, F, major,0.12197269925143109,0.12974278455430577,0.15750878527355985
3491,music/Metal&Rock/Compilations/Willowtip-WillowtipSampler2018/Willowtip-WillowtipSampler2018-21Contrarian-ToPerceiveIsToSuffermp3,0.23177138702842762, B, minor,0.10347864376926465,0.13732487341148705,0.15752496806972646
3492,music/Metal&Rock/Oldschool&Others/ACDC-LiveAtDonington/ACDC-DirtyDeedsDoneDirtCheap(OfficialVideo[Donington])mp3,0.2113682893678221, E, major,0.09401144870101277,0.16724113127344348,0.15754028978075946
3493,music/World/Milind_Date-Raag_Bhoopali_-_Drutmp3,0.2635860983730469, E, major,0.10083663584324086,0.10821396241564589,0.1575455655439779
3494,music/Metal&Rock/Oldschool&Others/DeepPurple-PerfectStrangers/10-SonOfAlerikmp3,0.23584364543861924, D, minor,0.1431087626596213,0.09372126775307706,0.1575578919504392
3495,music/Metal&Rock/Doom/Katatonia-Sanctitude/14_Katatonia_Unfurlmp3,0.1796182136466292, G, major,0.15521796565389695,0.1378495736872474,0.15756191766259117
3496,music/Blue_Collar_Man/styx+Caught_In_The_Act_Disc_2_of_2_+02-Blue_Collar_Man_Long_Nights_mp3,0.16408229043875727, D, minor,0.09158960810215765,0.2170292300056454,0.15756704284885345
3497,music/Metal&Rock/MelodicDeathMetal/ParasiteInc/ParasiteInc-TimeTearsDown/02-BackforWarmp3,0.2604776421029994, C, minor,0.07683839718185821,0.1354037675414398,0.15757326894209914
3498,music/Metal&Rock/PostRock/DistantDream-ItAllStartsFromPieces/DistantDream-ItAllStartsFromPieces-03WaitingForSilencemp3,0.24604287997098842, F, major,0.08388375165125496,0.1428129868414424,0.1575798728212286
3499,music/Songs/Metal/Metal&Thrash/SwallowTheSun-WithYouCametheWholeoftheWorld'sTearsmp3,0.15680595654496304, A, minor,0.19815059445178335,0.11779382696087333,0.15758345931920656
3500,music/Modern&Soundtrack/Pop/Eivør-Room/01-GreenGardenmp3,0.24738164779198846, F#, major,0.10347864376926465,0.12192090505268599,0.15759373220464637
3501,music/Metal&Rock/MelodicDeathMetal/OmniumGatherum/OmniumGatherum-GreyHeavens/01-ThePitmp3,0.1857423236631808, E, major,0.08366358432408631,0.20342612595784254,0.15761067798170322
3502,music/Metal&Rock/MelodicDeathMetal/InFlames/InFlames-ComeClarity/11_InFlames_OurInfiniteStrugglemp3,0.29154464578854766, F, minor,0.07992073976221929,0.10137655324005829,0.15761397959694176
3503,music/Songs/Metal/Guitar&Buckethead/AlexSchmeia-Mayhemmp3,0.20447393817210588, C, minor,0.07793923381770146,0.1904470272365471,0.15762006640878481
3504,music/Metal&Rock/BlackMetal/CarachAngren-ThisIsNoFairytale/09-TragedyEverAftermp3,0.2847987885136238, C#, minor,0.09489211800968736,0.09326754602742576,0.15765281751691232
3505,music/Metal&Rock/MelodicDeathMetal/InFlames/InFlames-LunarStrain/16_InFlames_DeadEternitymp3,0.21175887038277796, F#, major,0.11514751210920299,0.14610696502125115,0.15767111583774404
3506,music/Jazz&Klassik/SwingwithCicero/15_EugenCicero_LovingYoump3,0.2307155730145679, G#, minor,0.09533245266402465,0.1469785729606694,0.157675532879754
3507,music/Country/Holdem-On_The_Night_That_We_Fell_In_Lovemp3,0.24636717817537654, D, major,0.07375605460149713,0.1529074566948613,0.15767689649057834
3508,music/Metal&Rock/BlackMetal/TheSpirit-SoundsFromTheVortex/02CosmicFearwav,0.19769391823587049, D, major,0.08828709819462792,0.18707312244855917,0.15768471295968586
3509,music/Metal&Rock/MelodicDeathMetal/AmonAmarth/AmonAmarth-SurturRising/AmonAmarth-TheLastStandOfFrejmp3,0.19042237765665754, D, major,0.14619110523998238,0.13644149341985562,0.15768499210549852
3510,music/Electronic/TheXX-Intromp3,0.2968350485053786, F, major,0.08586525759577279,0.09036979261971961,0.15769003290695702
3511,music/Metal&Rock/Metalcore/Caliban-Gravity/06-WalkAlonemp3,0.24658169135679397, F, minor,0.07837956847203875,0.1481357180856635,0.15769899263816542
3512,music/Metal&Rock/Compilations/PigSquealsAndBreakdowns/PigSquealsAndBreakdowns-Winter/PigSquealsAndBreakdowns-Winter-03Blight-Anxietymp3,0.1788215186419746, B, major,0.08982826948480846,0.20448861858949002,0.1577128022387577
3513,music/Metal&Rock/Atmospheric&Nichtmetallisches/Wardruna-Ragnarok/10-Runaljodmp3,0.26734586891065387, F, major,0.11800968736239542,0.08779355797813618,0.15771637141706182
3514,music/Jazz/Bossa_Nova-Bahianamp3,0.3019280523151907, D, major,0.10678115367679436,0.06448012301967682,0.15772977633722063
3515,music/Country/The_Court__Spark-Out_on_the_Watermp3,0.29194122256469807, E, major,0.07507705856450902,0.10617387009505759,0.1577307170747549
3516,music/Metal&Rock/Oldschool&Others/JudasPriest-SingleCuts/02-BetterbyYouBetterThanMemp3,0.30619594714216, D, minor,0.07419638925583444,0.09283974878440578,0.1577440283941334
3517,music/I_Love_You/faith_hill+Faith+10-I_Love_Yoump3,0.24348054859765406, D#, major,0.08102157639806253,0.14873519469675972,0.15774577323082542
3518,music/Metal&Rock/AlternativeMetal/NothingMore-NothingMore/01OceanFloormp3,0.2873800295953408, A, minor,0.08740642888595332,0.09848234875985758,0.1577562690803839
3519,music/Jazz&Klassik/DavidGarret-RockSymphonies/01-DavidGarrett-SmellsLikeTeenSpiritmp3,0.2727474073439114, E, minor,0.07573756054601496,0.12479924755812148,0.15776140514934928
3520,music/Metal&Rock/Compilations/RelapseSampler-RelapseSampler2016/Gatecreeper-RelapseSampler2016-04CravingFleshmp3,0.220406948784142, B, minor,0.09026860413914575,0.16262323001568627,0.15776626097965799
3521,music/Metal&Rock/Compilations/PigSquealsAndBreakdowns/PigSquealsAndBreakdowns-November/PigSquealsAndBreakdowns-November-04FromDeadAir-TheDistanceInMemp3,0.23704604263618728, A#, minor,0.0845442536327609,0.15173644045687334,0.1577755789086072
3522,music/Religious/Hymns_on_Guitar-Alleluia_Sing_to_Jesusmp3,0.20107567579641003, C, major,0.07419638925583444,0.19807464623684712,0.15778223709636385
3523,music/Metal&Rock/SymphonicMetal/EvaneScence-Fallen/07-Evanescence-EvanescenceImaginary(AlbumVersion)mp3,0.26018795130045097, E, minor,0.09026860413914575,0.1229486225227404,0.1578017259874457
3524,music/World/Voice_of_Golden_Eagle-SNOW_DANCERmp3,0.21144033733338455, B, minor,0.1019374724790841,0.1600340926422423,0.15780396748490366
3525,music/Metal&Rock/DeathMetal/Gojira/Gojira-FromMarsToSirius/04-Unicornmp3,0.2246521453723035, D, minor,0.08080140907089388,0.1679657075791069,0.15780642067410142
3526,music/Metal&Rock/FolkMetal/Arkona-DecadeofGlory/01-Arkona-Azmp3,0.19399336407599488, G, minor,0.07837956847203875,0.20106903217977032,0.15781398824260132
3527,music/Folk/Steve_Massey-Today_Is_Tomorrowmp3,0.27825194438911727, A, major,0.07837956847203875,0.11683995531467474,0.15782382272527692
3528,music/Metal&Rock/RockPunkSkaetc/LacrimasProfundere-Antiadore/12ASighmp3,0.2302266219835309, C#, minor,0.09158960810215765,0.15166397958033673,0.15782673655534177
3529,music/Metal&Rock/Metalcore/Architects/Architects-Daybreaker/09-Devil'sIslandmp3,0.2721756027996647, G#, minor,0.08190224570673713,0.11941158608841192,0.15782981153160455
3530,music/Country/Jeffrey_Luck_Lucas-Cascademp3,0.24776967566687524, G, major,0.08476442095992955,0.14100216822158743,0.15784542161613072
3531,music/Songs/RockPop/Oldschool/JohnDenver-TakeMeHomeCountryRoadsmp3,0.2513211264467162, A, major,0.0841039189784236,0.1382547356975192,0.1578932603742197
3532,music/Metal&Rock/MelodicDeathMetal/InFlames/InFlames-Clayman/11-AnotherDayInQuicksandmp3,0.27801478238450633, G#, major,0.08718626155878467,0.10848204710101962,0.15789436368143686
3533,music/Metal&Rock/Compilations/PigSquealsAndBreakdowns/PigSquealsAndBreakdowns-Spring/PigSquealsAndBreakdowns-Spring-01DeliverYourDemise-UselessPopulationmp3,0.3049394069032559, A, minor,0.0772787318361955,0.09147488320133343,0.15789767398026158
3534,music/Metal&Rock/MelodicDeathMetal/Wolfheart/Wolfheart-ConstellationOfTheBlackLight/02Breakwatermp3,0.20519109050970494, A, minor,0.10391897842360194,0.16467814560055039,0.1579294048446191
3535,music/Modern&Soundtrack/Electronic/MerkabaMusic-100thCompilation/Chronos&OkoloSna-100thCompilation-12MarkedBack(ZozhMix)mp3,0.23270995426156632, C, major,0.12219286657859973,0.11889109475411386,0.1579313051980933
3536,music/Folk/Patti_Witten-Black_Butterflymp3,0.2563561163254101, A, major,0.095112285336856,0.12242113071253982,0.15796317745826863
3537,music/Modern&Soundtrack/Pop/Rock'n'Pop-Christmas/01BryanAdamsChristmasTimemp3,0.28074512684625796, C, major,0.08124174372523117,0.11193290302443064,0.1579732578653066
3538,music/Metal&Rock/MelodicDeathMetal/Be'lakor/Be'lakor-Vessels/07-GraspingLightmp3,0.1964524332874383, C, minor,0.13936591809775428,0.138175912719235,0.1579980880348092
3539,music/World/Celtic_Shores-Turtle_With_a_Violinmp3,0.2683376897040723, F#, major,0.07992073976221929,0.12574015696300442,0.15799952880976534
3540,music/Metal&Rock/MelodicDeathMetal/AtTheGates/AtTheGates-SlaughteroftheSoul/09-Nauseamp3,0.2308948858067748, B, major,0.08498458828709819,0.15812413127015423,0.15800120178800908
3541,music/Songs/RockPop/Folky&Instrumental/Globus-DiemExDeimp3,0.07724754238031324, C, major,0.1096433289299868,0.28718356334134465,0.15802481155054823
3542,music/Songs/Metal/Black(ened)/Satyricon-KINGmp3,0.30406570589974335, C#, minor,0.0785997357992074,0.09140927132208629,0.1580249043403457
3543,music/Jazz/Anthony_Cinquini-Starting_Latemp3,0.2940910653340967, E, minor,0.07617789520035227,0.10384527593603829,0.15803807882349574
3544,music/Modern&Soundtrack/Soundtrack/TheWitcher3-Soundtrack/TheWitcher3OST/06CommandingtheFurymp3,0.2211104624122107, D, minor,0.07661822985468957,0.1764137888471231,0.15804749370467444
3545,music/Metal&Rock/SymphonicMetal/Epica-TheQuantumEnigmaCD3/04-Epica-VictimsofContingencymp3,0.2615232270847113, B, minor,0.08058124174372523,0.1321858316253759,0.15809676681793747
3546,music/NewAge/Green_sun-The_Templemp3,0.2257087006203768, F, minor,0.08278291501541171,0.16586927603436954,0.15812029722338602
3547,music/Metal&Rock/BlackMetal/ZealAndArdor-StrangerFruit/10-YouAin'tComingBackmp3,0.30610999691712454, C#, minor,0.07463672391017173,0.09361579535879917,0.15812083872869848
3548,music/Metal&Rock/Metalcore/HeavenShallBurn/HeavenShallBurn-Veto/HeavenShallBurn-Veto/05HuntersWillBeHuntedwav,0.24347012190304934, D#, major,0.10325847644209599,0.12766221498433364,0.15813027110982633
3549,music/Metal&Rock/Compilations/Willowtip-WillowtipSampler2018/Willowtip-WillowtipSampler2018-14Hath-Hivemp3,0.19741266103148572, D#, minor,0.17393218846323205,0.10306275906088799,0.15813586951853528
3550,music/Metal&Rock/Compilations/PigSquealsAndBreakdowns/PigSquealsAndBreakdowns-Fall/PigSquealsAndBreakdowns-Fall-14Combaticus-BloodEaglemp3,0.2666848691827033, B, major,0.11294583883751651,0.09480205683719926,0.15814425495247303
3551,music/R&B&Soul/JaQuay-A_way_With_Words_feat_Wyemp3,0.2975328958096811, G, minor,0.0772787318361955,0.09963818467683899,0.1581499374409052
3552,music/We_Can_Work_It_Out/beatles+1+13-We_Can_Work_It_Outmp3,0.24471781674700438, D, major,0.0777190664905328,0.1520221183011613,0.1581530005128995
3553,music/Metal&Rock/MelodicDeathMetal/Soilwork/Soilwork-ThePanicBroadcast/09TheAkumaAfterglowmp3,0.284634300405689, C#, minor,0.07573756054601496,0.11408750235657442,0.15815312110275945
3554,music/Metal&Rock/Atmospheric&Nichtmetallisches/IvarBjørnson&EinarSelvik-Hugsjá/01-Hugsjámp3,0.22283022461900398, E, minor,0.08564509026860415,0.16598700737640254,0.1581541074213369
3555,music/Songs/Metal/Death/Wolfheart-TheHuntmp3,0.19371948627000335, A, minor,0.12989872302950242,0.15084821314962468,0.15815547414971018
3556,music/Metal&Rock/MelodicDeathMetal/InFlames/InFlames-Battles/13_InFlames_GreatestGreedmp3,0.26697815085321985, A#, minor,0.08366358432408631,0.12395849797615917,0.15820007771782177
3557,music/Soundtracks&More/Two_Harps-God_Rest_Ye_Merry_Gentlemenmp3,0.28540785243100775, E, minor,0.0722148833113166,0.11699326249096971,0.15820533274443135
3558,music/Metal&Rock/MelodicDeathMetal/OmniumGatherum/OmniumGatherum-GreyHeavens/04-MajestyandSilencemp3,0.1476010135867243, E, major,0.190224570673712,0.13682728780746048,0.15821762402263226
3559,music/Metal&Rock/Compilations/PigSquealsAndBreakdowns/PigSquealsAndBreakdowns-Spring/PigSquealsAndBreakdowns-Spring-13ColombianNecktie-Hatermp3,0.26699185545023585, A, minor,0.09114927344782034,0.11651414645783277,0.15821842511862963
3560,music/EasyListening&Vocals/Gimax-The_Blue_Dream_Architecturemp3,0.27646382391595814, C, major,0.09401144870101277,0.10424842544473688,0.15824123268723592
3561,music/Metal&Rock/Compilations/PigSquealsAndBreakdowns/PigSquealsAndBreakdowns-April/PigSquealsAndBreakdowns-April-15DifferentConfidence-Future2013mp3,0.10158586895282186, C#, minor,0.0959929546455306,0.2771887014958989,0.1582558416980838
3562,music/Metal&Rock/MelodicDeathMetal/DarkTranquillity/DarkTranquillity-Atoma/12-CavesandEmbersmp3,0.24432852053801876, F#, minor,0.10127697049757815,0.1291621562106318,0.15825588241540955
3563,music/World/Ekolu-honestleymp3,0.3061509789332012, G, major,0.07948040510788199,0.0891441683417316,0.15825851746093827
