,id,scaled_rp,key,scale,scaled_levenshtein,bpm,scaled_bh,scaled_mfcc,scaled_corr,scaled_skl,aggregated
0,music/HipHop/Sido-Springraufmp3,0.0, G, minor,0.0, 84.9522781372,0.0,0.0,0.8715034558368651,0.0,0.14525057597281085
1,music/HipHop/PrinzPi-KompassohneNordenmp3,0.44141960722691004, C, major,0.10758057194734454, 84.9720001221,0.20492804064758913,0.10560706057481668,0.9492209691472948,2.1305611654676805e-07,0.3014594104333453
2,music/WorldMusic/LaboratoriumPieśni-Sztojpamorump3,0.6646978465869053, C#, major,0.08806173399909215, 77.5753860474,0.7154563316070083,0.06543990048172561,0.860459949553124,1.1381261023796435e-06,0.39901948339232635
3,music/WorldMusic/AndreyVinogradov-MedievalTunemp3,0.832517487734458, G, minor,0.08851566046300499, 111.668838501,0.6866800088594703,0.056339014516490045,0.7751599416226653,2.992526280991542e-06,0.4065358509537283
4,music/Metal/SystemOfADown-Toxicitymp3,0.6075479851497089, C, minor,0.15615070358601907, 115.074310303,0.7138479032410189,0.09917174475643596,0.9328490115546921,5.627246445105322e-07,0.41826131850208653
5,music/Rock/TheOffspring-You'reGonnaGoFarKidmp3,0.5888958339746966, C, major,0.135724012709941, 126.112625122,0.7896002958808761,0.045034715886158504,0.9625541304574906,3.6658387049192534e-07,0.4203015592488389
6,music/Rock/RiseAgainst-PrayeroftheRefugeemp3,0.6944346915251843, D#, minor,0.09986382206082614, 97.9537963867,0.7352230180909113,0.08705406783530899,0.9221543621148348,7.584923608097457e-07,0.4231217866865711
7,music/Rock/RedHotChiliPeppers-Snow(HeyOh)mp3,0.5955678223041824, B, major,0.20426690876078074, 106.173690796,0.7637877097103398,0.0643014427947457,0.9233807936414276,1.1920321538116226e-07,0.42521746606911526
8,music/HipHop/IceCube-ItWasAGoodDaymp3,0.6159170443863697, D, major,0.11257376305038584, 82.4135284424,0.769805950045728,0.11842855556923895,0.9727739944841657,3.101731546199359e-07,0.43158326961817384
9,music/Pop/Halsey-HeavenInHidingmp3,0.565136794057315, C#, minor,0.11892873354516569, 117.763298035,0.8254009281248973,0.20199748934567477,0.8963850837864242,4.95536089704727e-07,0.4346415873992611
10,music/Metal/Metallica-MothIntoFlamemp3,0.661570102693046, A, minor,0.20018157058556513, 90.3373794556,0.7293202899886925,0.07949833993882022,0.9379365686087898,9.566396470091977e-07,0.4347513047424268
11,music/HipHop/Romano-Köpenickmp3,0.6169985009568983, E, minor,0.11756695415342715, 94.9803924561,0.877927943680898,0.044357940944340424,0.9535568971167027,3.572237572994836e-07,0.4350680990126706
12,music/Metal/DarkTranquillity-PunishMyHeavenmp3,0.6770095667166726, C#, minor,0.21289151157512484, 133.242721558,0.7481662168048044,0.063320625748904,0.9120112942883016,6.154932864547561e-07,0.435566638437849
13,music/Rock/BillyTalent-CurefortheEnemymp3,0.6494623597019743, D#, minor,0.14389468906037223, 117.713493347,0.7220572728727469,0.17422281405427076,0.930377767357154,3.2253556911807215e-07,0.4366692042636812
14,music/Jazz/RaphaelWressnig-SeptemberNightsmp3,0.5920435978469836, C, major,0.20517476168860643, 120.094520569,0.827074848747858,0.08958231831465249,0.9184534249274346,3.1398363255537473e-07,0.438721544251528
15,music/Electronic/Marshmello&Anne-Marie-Friendsmp3,0.6627386744998924, A, minor,0.0994098955969133, 95.028503418,0.892215853153219,0.06971769296666214,0.9388302242542541,3.3216647100595877e-07,0.443818778772902
16,music/Soundtrack/TheWitcher3-TheFieldsofArdSkelligmp3,0.9028952666160627, D, minor,0.135724012709941, 178.205566406,0.6855031087627156,0.13223882857705319,0.8087014065157566,8.296074136226986e-07,0.44417724213149046
17,music/Soundtrack/Vikings-FlokiAppearstoKillAthelstanmp3,0.906389980491853, C#, major,0.08125283704039946, 89.8669128418,0.7239804455804913,0.054650716341006725,0.900448725935171,1.060274791375453e-06,0.4444539609439522
18,music/Jazz/PaoloFresuJanLundgren-Kristallendenfinamp3,0.8689937939955552, D, minor,0.12936904221516116, 140.128921509,0.6312852696468823,0.15428775352619736,0.9003684327514765,8.001691453207442e-06,0.44738538230445424
19,music/Reggae/DamianMarley-Beautifulmp3,0.6815185474712406, D#, major,0.15660463004993191, 93.0411148071,0.8481207537332176,0.04732044057354024,0.9515377617755715,1.0292016443856876e-07,0.447517039420611
20,music/WorldMusic/JohnButler-Oceanmp3,0.7824738687342897, E, major,0.3672265093054925, 97.3883056641,0.6871515954994738,0.17916808619463728,0.6742699423568093,5.580383972398571e-07,0.4483817600215167
21,music/Pop/AliottaHaynesJeremiah-LakeShoreDrivemp3,0.6949382128694087, E, major,0.13844757149341808, 94.884765625,0.8007335556678885,0.11035030279767614,0.9617491657889129,3.9551294606919636e-07,0.4510365340217084
22,music/Klassik/Pachelbel_CanonAndGigueInDMajor-1Canonmp3,0.9112958195452028, C#, major,0.13390830685428962, 152.013336182,0.7368024624240825,0.04483485458789942,0.8879087105439833,6.677786739225594e-07,0.452458470289022
23,music/Reggae/DamianMarley-WelcomeToJamrockmp3,0.5921647092730841, G, minor,0.17339990921470722, 153.269729614,0.9050546669591564,0.1116308668454298,0.9379321158630792,5.227276936715885e-07,0.45336379848052505
24,music/Pop/DavidBowie-LifeOnMarsmp3,0.6679684689117121, A#, major,0.16976849750340445, 125.222671509,0.7361374192871517,0.22071107789140992,0.9262932486737491,3.5486239952117335e-07,0.45347984452163786
25,music/WorldMusic/annaRF-Whymp3,0.7091056527920032, G, minor,0.17385383567862006, 112.351074219,0.7903768772062572,0.12825373789056496,0.9284030495443027,6.193622204583204e-07,0.45499896207899476
26,music/Metal/InFlames-TheNewWordmp3,0.664677684957687, G, minor,0.21561507035860192, 166.092803955,0.8727330724240507,0.044777321568705,0.9383793257077085,1.3486711035198669e-06,0.4560306372813095
27,music/Rock/Wallows-Scrawny[Explicit]mp3,0.6556750689508832, A, major,0.13844757149341808, 137.751556396,0.8690670426642844,0.11858520179170648,0.9544340095316638,5.463442125085013e-07,0.4560349067960281
28,music/Reggae/DamianMarley-Pimpa'sParadisemp3,0.6058340577984332, C, major,0.15433499773036768, 94.9815063477,0.7967415482666277,0.23322807851794988,0.9483257558438067,1.0322005882978585e-07,0.4564107568962073
29,music/Metal/JudasPriest-Painkillermp3,0.7129539270415326, A, major,0.2401270994098956, 102.933151245,0.7797484800603631,0.06505233001845462,0.9459944624478065,5.336183966839844e-07,0.4573128054327415
