,id,scaled_rp,key,scale,scaled_levenshtein,scaled_js,bpm,scaled_bh,scaled_rh,scaled_mfcc,scaled_corr,scaled_skl,aggregated
4282,music/Jazz&Klassik/PianoPoesie/14_Various_PeggySternAmysSongmp3,0.20288291958061458, G#, major,0.16546762589928057,0.15364610282164187, 102.792251587,0.601163692239095,0.17070930584710106,0.06385169852754972,0.890984957593481,1.6509328622588867e-10,0.2810882878342321
4283,music/Jazz&Klassik/Träumerei/12Mozart-Allegromp3,0.21774556870063824, D, major,0.164771408679508,0.19043116216854206, 147.638900757,0.6128463102997832,0.21415819636241035,0.06147631166380888,0.7873299538998404,5.574236941888496e-10,0.28109486404149436
4284,music/Metal&Rock/MelodicDeathMetal/ArchEnemy/ArchEnemy-AsTheStagesBurn/15Nemesismp3,0.16280323054296514, F, minor,0.15548851241587375,0.04894353375918135, 102.223304749,0.6286352250788599,0.16309088657089954,0.10772875946499233,0.9821400976846779,2.6744642626250973e-12,0.2811037806900155
4285,music/Blues/Robert_Allen-Old_Man_Brownmp3,0.15634726451019473, D, major,0.1515432815038292,0.1388880891981173, 128.786178589,0.6098221160210467,0.12661223276672975,0.10336368961204405,0.9623256129270891,1.0681527847847075e-11,0.2811127858187165
4286,music/Metal&Rock/BlackMetal/Primordial-TheGatheringWilderness/01-TheGoldenSpiralmp3,0.15023215685632516, E, major,0.14318867486655837,0.044790300077795865, 99.8563537598,0.6924625536147863,0.1671404579122071,0.07811963441014032,0.9730180414021935,1.806027463568637e-12,0.28111897739272657
4287,music/Metal&Rock/Metalcore/BringMeTheHorizon-ThatsTheSpirit/01_BringMeTheHorizon_Doomedmp3,0.18245087727196455, B, minor,0.1359944302622418,0.027298875527292446, 147.085876465,0.6443259692061901,0.20209920736917084,0.10122013102623037,0.9555655850558,1.0191293344148101e-12,0.2811193844649887
4288,music/Metal&Rock/Compilations/PigSquealsAndBreakdowns/PigSquealsAndBreakdowns-Summer/PigSquealsAndBreakdowns-Summer-24TheRagnarokProphecy-TheRagnarokProphecymp3,0.22491765832580796, D, minor,0.1420283128336041,0.022596054933736693, 110.015220642,0.7468923580797552,0.21925961336551653,0.016163083726882414,0.8771824933637057,1.7069685132381592e-12,0.28112994682883946
4289,music/Metal&Rock/AlternativeMetal/SystemOfADown-SystemOfADown/02-Knowmp3,0.26618938869948744, C, minor,0.1531677883499652,0.03332793087851202, 143.852355957,0.5284731115397661,0.24264133767386656,0.041865596625562294,0.9833817607904551,7.254447539300401e-13,0.2811308643197925
4290,music/Metal&Rock/TechnicalDeathMetal/Fallujah/Fallujah-Nomadic/03-VenomUpontheBlademp3,0.18020345894817244, C, minor,0.1589695985147366,0.03676021457340465, 119.946220398,0.6783728656939578,0.1767119854386643,0.07371662726343077,0.9443920953346292,1.6626031290584825e-12,0.28114085572108233
4291,music/Metal&Rock/BlackMetal/Enslaved-Vertebrae/06-Reflectionmp3,0.13034895873081753, E, major,0.21513112090972383,0.051758592845190673, 156.431137085,0.7361880827556342,0.08166552842422815,0.07282059187977599,0.9612438176141337,2.3368940204921993e-12,0.2811445866452301
4292,music/Metal&Rock/MelodicDeathMetal/InFlames/InFlames-UsedAndAbused/Hammersmith/01-PinballMapwav,0.1435652157374735, F#, major,0.15270364353678348,0.047017406100642825, 112.735855103,0.6269985645453147,0.1957130486014105,0.1004894152534018,0.9826959836541429,1.937673502497721e-12,0.28114790967888836
4293,music/Songs/Metal/Death/LacunaCoil-BloodTearsDustmp3,0.18266586481689104, D, minor,0.14318867486655837,0.017762044925080867, 115.894233704,0.7778217024312477,0.16838619478641062,0.015487737071840186,0.943921297995006,1.2023658917504986e-12,0.2811541896117796
4294,music/Religious/Hymns_on_Guitar-We_Gather_Togethermp3,0.1919884919470352, G, major,0.16732420515200744,0.07381960668168346, 99.8955459595,0.6293699265774606,0.18681945884305645,0.044281781786619394,0.9557019683016617,1.279259665516879e-11,0.2811631799127896
4295,music/NewAge/David_Nevue-Silent_Nightmp3,0.2052600406365782, A#, major,0.14736597818519379,0.14422437567425536, 114.500724792,0.5862177409530596,0.17313750193263336,0.04411869008565613,0.9489901042702902,1.2394337900559035e-10,0.2811643039827012
4296,music/Alternative&Punk/Nancy_Galvao-O_Coiotemp3,0.1938653195718835, A#, major,0.15131120909723833,0.04266786602492624, 106.942771912,0.6446720763853576,0.20794655653127167,0.05672204867185642,0.9521461979889584,1.4758266364518554e-12,0.281166409284121
4297,music/Metal&Rock/MelodicDeathMetal/AmonAmarth/AmonAmarth-SurturRising/AmonAmarth-ABeastAmImp3,0.11038552145955277, G, major,0.14968670225110234,0.05305073454869355, 123.846206665,0.6905342274021458,0.09197278895104624,0.20422127542765237,0.9495279071179954,2.3706445022076726e-12,0.2811723946450699
